Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_001271,Kill 10 Fefern & 5 2nd Class Fefern and go back to Reonan.,Giết 10 Fefern & 5 2nd Class Fefern và quay trở về tìm Reonan.
PROPQUEST_SCENARIO_INC_001273,The Mayor's Aid,The Mayor's Aid
PROPQUEST_SCENARIO_INC_001274,It appears that word of your selfless exploits has reached the Mayor of Flarine. I believe he has something important about which to speak with you. Please speak with him,Có vẻ như lời nói về chiến công quên mình của bạn đã đến tai Thị trưởng Flarine. Tôi tin rằng ông ấy có điều gì đó quan trọng muốn nói chuyện với bạn. Hãy nói chuyện với ông ấy
PROPQUEST_SCENARIO_INC_001275,The Mayor of Flarine can be found in Central Flarine. Please see what it is he requires of you.,Thị trưởng của Flarine có thể được tìm thấy ở Central Flarine. Hãy xem những gì anh ấy yêu cầu ở bạn.
PROPQUEST_SCENARIO_INC_001276,"Well, not that I can blame you. I have no time to meddle with politicians.","Chà, không phải tôi có thể đổ lỗi cho bạn. Tôi không có thời gian để can thiệp với các chính trị gia."
PROPQUEST_SCENARIO_INC_001277,It is with a warm heart that I welcome you to our humble town young adventurer! The citizens of this town speak highly of all you.,Tôi chào đón bạn đến với nhà thám hiểm trẻ ở thị trấn khiêm tốn của chúng tôi với một trái tim ấm áp! Các công dân của thị trấn này đánh giá cao tất cả các bạn.
PROPQUEST_SCENARIO_INC_001278,You haven't met Mayor of Flarine yet?,Bạn vẫn chưa gặp Thị trưởng của Flarine?
PROPQUEST_SCENARIO_INC_001279,Go speak with the Mayor of Flarine.,Hãy nói chuyện với Thị trưởng Flarine.
PROPQUEST_SCENARIO_INC_001281,The Furry Menace,Lò nung
PROPQUEST_SCENARIO_INC_001282,"I wanted to meet you personally to thank you for all you have done for us. I don't wish to impose, but I hoped you could again call upon your courage.","Tôi muốn gặp riêng bạn để cảm ơn bạn vì tất cả những gì bạn đã làm cho chúng tôi. Tôi không muốn áp đặt, nhưng tôi hy vọng bạn có thể kêu gọi sự can đảm của mình một lần nữa."
PROPQUEST_SCENARIO_INC_001283,"Our town guard was once sizeable enough to fend off most of Shade's masquerpets. Now, with each passing day their numbers and power increases, while ours dwindles.","Người bảo vệ thị trấn của chúng tôi đã từng đủ lớn để chống đỡ hầu hết các masquerpets của Shade. Giờ đây, mỗi ngày trôi qua, số lượng và sức mạnh của chúng tăng lên, trong khi của chúng ta lại giảm dần."
PROPQUEST_SCENARIO_INC_001284,"With that said, could you please help us to exterminate a particularly vicious group of Nyangnyang roaming the lands?","Với những gì đã nói, bạn có thể vui lòng giúp chúng tôi tiêu diệt một nhóm đặc biệt hung ác của Nyangnyang đang lang thang trên các vùng đất không?"
PROPQUEST_SCENARIO_INC_001285,"Nyangnyang can be found in Northern Flaris, right after crossing the bridge. Killing 10 Cute Nyangnyang & 5 Nyangnyang should be sufficient to aid us.","Nyangnyang có thể được tìm thấy ở Northern Flaris, ngay sau khi đi qua cầu. Giết 10 Nyangnyang dễ thương & 5 Nyangnyang sẽ đủ để hỗ trợ chúng tôi."
PROPQUEST_SCENARIO_INC_001286,"I understand your apprehension, but I do hope you will reconsider your decision.","Tôi hiểu sự e ngại của bạn, nhưng tôi hy vọng bạn sẽ xem xét lại quyết định của mình."
PROPQUEST_SCENARIO_INC_001287,"Hah! It is as the citizens have said, you ARE truly a great warrior.","Hả! Như người dân đã nói, bạn thực sự là một chiến binh vĩ đại."
PROPQUEST_SCENARIO_INC_001288,The Nyangnyang roam the lands right across the bridge of Northern Flaris. Please help us to decrease their numbers!,Nyangnyang đi lang thang trên các vùng đất ngay bên kia cầu Bắc Flaris. Hãy giúp chúng tôi giảm số lượng của họ!
PROPQUEST_SCENARIO_INC_001289,Kill 10 Cute Nyangnyang & 5 Nyangnyang and return to the Mayor of Flarine.,Giết 10 Nyangnyang dễ thương & 5 Nyangnyang và trở lại Thị trưởng Flarine.
PROPQUEST_SCENARIO_INC_001291,Stomping Grounds,Stomping Grounds
PROPQUEST_SCENARIO_INC_001292,"Given your prior victory, I have another favor to ask. An unwieldy group of bangs have really shaken things up in Northern Flaris. Can we count on you to take care of them?","Với chiến thắng trước của bạn, tôi có một đặc ân khác để yêu cầu. Một nhóm bang khó sử dụng đã thực sự làm chấn động mọi thứ ở Northern Flaris. Chúng tôi có thể tin tưởng vào bạn để chăm sóc họ?"
PROPQUEST_SCENARIO_INC_001293,"Bangs can be found in North side of Flaris, near by Nyangnyang. Go kill 10 Bang & 5 Captain Bang and come back.","Bangs có thể được tìm thấy ở phía Bắc của Flaris, gần Nyangnyang. Hãy giết 10 Bang & 5 Captain Bang và quay trở lại."
PROPQUEST_SCENARIO_INC_001294,Your prior deeds for us are enough to earn my gratitude.,Những việc làm trước đây của bạn dành cho chúng tôi đủ để khiến tôi biết ơn.
PROPQUEST_SCENARIO_INC_001295,You've taken care of the issue already!? Astonishing! Now our mining operations in the mountains of Flaris may resume!,"Bạn đã quan tâm đến vấn đề rồi !? Kinh ngạc! Giờ đây, các hoạt động khai thác của chúng tôi ở vùng núi Flaris có thể sẽ tiếp tục!"
PROPQUEST_SCENARIO_INC_001296,Bangs can be found in Northern Flaris near the Nyangnyangs. Removing at least 10 Bangs and 5 Captain Bangs should resolve any issues.,Bangs có thể được tìm thấy ở Northern Flaris gần Nyangnyangs. Loại bỏ ít nhất 10 Bangs và 5 Captain Bangs sẽ giải quyết được mọi vấn đề.
PROPQUEST_SCENARIO_INC_001297,Kill 10 Bang & 5 Captain Bang and return to the Mayor of Flarine.,Giết 10 Bang & 5 Captain Bang và quay trở lại Thị trưởng Flarine.
PROPQUEST_SCENARIO_INC_001299,A Hero Emerges!,Một anh hùng mới nổi!
PROPQUEST_SCENARIO_INC_001300,"Know that I, as well as the citizens of Flaris, are forever in your debt. If you are ever in need of assistance, do not hesitate to ask!","Hãy biết rằng tôi, cũng như các công dân của Flaris, mãi mãi mang trong mình món nợ của bạn. Nếu bạn đang cần hỗ trợ, đừng ngần ngại hỏi!"
PROPQUEST_SCENARIO_INC_001301,"Carry on now young adventurer! I can tell you will accomplish great things. Oh, I believe Reonan was looking for you as well. Won't you speak with him?","Thực hiện ngay nhà thám hiểm trẻ! Tôi có thể nói với bạn sẽ đạt được những điều tuyệt vời. Ồ, tôi tin rằng Reonan cũng đang tìm kiếm bạn. Bạn sẽ nói chuyện với anh ta?"
PROPQUEST_SCENARIO_INC_001302,"Before you leave, please tell Reonan thanks for bringing you to my attention. He, as well, has my gratitude.","Trước khi bạn rời đi, hãy nói với Reonan cảm ơn vì đã đưa bạn đến với sự chú ý của tôi. Anh ấy cũng có lòng biết ơn của tôi."
PROPQUEST_SCENARIO_INC_001303,"Well, I don't mind if you stay here. Who knows, perhaps you might even be the Mayor of Flarine one day! Haha!","Tôi không phiền nếu bạn ở lại đây. Ai biết được, có lẽ bạn thậm chí có thể là Thị trưởng của Flarine một ngày nào đó! Haha!"
PROPQUEST_SCENARIO_INC_001304,"A safe return I see? You no doubt have completed the mayor's request. Oh and his gratitude? Can't say I've ever trusted the word of a politician, but I will take it! Hah!","Tôi thấy một sự trở lại an toàn? Bạn chắc chắn đã hoàn thành yêu cầu của thị trưởng. Oh và lòng biết ơn của anh ấy? Không thể nói rằng tôi đã từng tin tưởng lời nói của một chính trị gia, nhưng tôi sẽ nhận lời! Hả!"
PROPQUEST_SCENARIO_INC_001305,Reonan is looking for you.,Reonan đang tìm kiếm bạn.
PROPQUEST_SCENARIO_INC_001306,Go meet with Reonan.,Đi gặp Reonan.
PROPQUEST_SCENARIO_INC_001308,Dispatch to Saint City,Gửi đến thành phố Saint 
PROPQUEST_SCENARIO_INC_001309,"Nonetheless, because of your work, it appears peace has finally been restored to Flarine. Alas, Madrigal is a world ripe with distress.","Tuy nhiên, vì công việc của bạn, có vẻ như hòa bình cuối cùng đã được khôi phục cho Flarine. Than ôi, Madrigal là một thế giới chín muồi đầy đau khổ."
PROPQUEST_SCENARIO_INC_001310,I have received word from a contact in Saint City that masquerpet attacks are steadily on the rise. It also seems that the concerns of the towns people go unheeded.,Tôi đã nhận được tin từ một người liên lạc ở Thành phố Saint rằng các cuộc tấn công bằng masquerpet đang gia tăng đều đặn. Có vẻ như mối quan tâm của người dân thị trấn không được quan tâm.
PROPQUEST_SCENARIO_INC_001311,It looks like this could once again be your chance to prove your true worth. Make haste to Saint City and meet my contact Leann!,Có vẻ đây là cơ hội để bạn chứng minh giá trị thực sự của mình. Hãy nhanh chóng đến thành phố Saint và gặp người liên hệ của tôi Leann!
PROPQUEST_SCENARIO_INC_001312,"You can reach Saint City by flying west from this location using an Airship from Central Flarine or your own Flying device. You may also purchase a blinkwing of Saint Morning from Marche, the resident magician.","Bạn có thể đến Thành phố Saint bằng cách bay về phía Tây từ vị trí này bằng Phi thuyền từ Central Flarine hoặc thiết bị Bay của riêng bạn. Bạn cũng có thể mua một nháy mắt của Saint Morning từ Marche, pháp sư thường trú."
PROPQUEST_SCENARIO_INC_001313,"Hmm, I guess this worlds call for heroes is currently falling upon deaf ears.","Hmm, tôi đoán thế giới này kêu gọi anh hùng hiện đang rơi vào tai điếc."
PROPQUEST_SCENARIO_INC_001314,Where is the savior that Reonan was talking about? I don't have time to talk to you. This is not a good time for me to guide you around!! Traveler!!.,Vị cứu tinh mà Reonan đang nói đến ở đâu? Tôi không có thời gian để nói chuyện với bạn. Đây không phải là thời điểm tốt để tôi hướng dẫn bạn đi xung quanh !! Khách du lịch !!.
PROPQUEST_SCENARIO_INC_001315,"My contact's name is Leann. You can meet her in the Saint Morning square, in front of the Cathedral.","Tên người liên hệ của tôi là Leann. Bạn có thể gặp cô ấy ở quảng trường Saint Morning, phía trước Nhà thờ lớn."
PROPQUEST_SCENARIO_INC_001316,Meet Leann in front of the Cathedral in Saint City.,Gặp Leann ở phía trước Nhà thờ ở Thành phố Saint.
PROPQUEST_SCENARIO_INC_001318,A Warm Reception?,Một sự tiếp đón nồng nhiệt?
PROPQUEST_SCENARIO_INC_001319,"Sorry, I'm busy looking for someone so hurry… What did you say? YOU are the hero Reonan spoke of!? I imagined you to look, oh… a tad more heroic?","Xin lỗi, tôi đang bận tìm người nên vội ... Bạn nói gì? BẠN là người hùng mà Reonan đã nói đến !? Tôi đã tưởng tượng bạn trông, ồ… anh hùng hơn một chút?"
PROPQUEST_SCENARIO_INC_001320,"Well, where are my manners? Heh. Welcome to Saint City, the biggest town of Madrigal, supplier of airships and… oh sorry, you probably don't care about any of this!","Chà, cách cư xử của tôi ở đâu? Hì hì. Chào mừng bạn đến với Thành phố Saint, thị trấn lớn nhất của Madrigal, nhà cung cấp khí cầu và… ôi xin lỗi, bạn có thể không quan tâm đến bất kỳ điều gì trong số này!"
PROPQUEST_SCENARIO_INC_001321,"Reonan DID send you here for more than listening to me ramble about our town, but hey! I'm a tour guide, it's what I do! Anyway! The mayor requests your presence. Please speak with him.","Reonan DID gửi cho bạn ở đây nhiều hơn là nghe tôi nói lan man về thị trấn của chúng ta, nhưng này! Tôi là một hướng dẫn viên du lịch, đó là những gì tôi làm! Dẫu sao thì! Thị trưởng yêu cầu sự hiện diện của bạn. Hãy nói chuyện với anh ấy."
PROPQUEST_SCENARIO_INC_001322,The Mayor of Saint City is standing behind me. He'll inform you more of the situation at hand!,Thị trưởng thành phố Saint đang đứng sau lưng tôi. Anh ấy sẽ thông báo cho bạn biết thêm về tình hình hiện tại!
PROPQUEST_SCENARIO_INC_001323,Don't feel like it? Just don't expect me to babysit you all day long! I'm a busy gal ya know!,Bạn không cảm thấy thích nó? Chỉ cần không mong đợi tôi sẽ trông con suốt ngày! Bạn biết không tôi là một cô gái bận rộn!
PROPQUEST_SCENARIO_INC_001324,Ah! So you must be the famed hero of Flaris I've heard so much about? I guess I owe you my thanks already for making the trip to Saint City.,Ah! Vậy chắc hẳn bạn là người hùng nổi tiếng của Flaris mà tôi đã nghe rất nhiều về? Tôi đoán tôi nợ bạn lời cảm ơn của tôi vì đã thực hiện chuyến đi đến Thành phố Saint.
PROPQUEST_SCENARIO_INC_001325,What? Lost? The Mayor is right behind me. Apparently your vision is as bad as Reonan's choice in heroes.,Gì? Mất đi? Thị trưởng ở ngay sau tôi. Rõ ràng tầm nhìn của bạn cũng tệ như lựa chọn của Reonan trong các anh hùng.
PROPQUEST_SCENARIO_INC_001326,Meet Mayor of Saint City.,Gặp gỡ Thị trưởng thành phố Saint.
PROPQUEST_SCENARIO_INC_001328,Corrupted Cabbage Patch,Corrupted Cabbage Patch
PROPQUEST_SCENARIO_INC_001329,Leann and Reonan have informed me of your imminent arrival. Word of your deeds has also spread amongst our citizens. You must be quite an outstanding person for someone your age.,Leann và Reonan đã thông báo cho tôi về việc bạn sắp đến. Lời nói về những việc làm của bạn cũng đã lan truyền trong công dân của chúng tôi. Bạn phải là một người khá nổi bật đối với một người ở độ tuổi của bạn.
PROPQUEST_SCENARIO_INC_001330,"Oh? You want to know about Reonan? He's even sort of a mystery to me. Some say he can slay a Meteonyker with his bare hands. Tall tales aside, I have a request for you…","Ồ? Bạn muốn biết về Reonan? Anh ấy thậm chí còn là một bí ẩn đối với tôi. Một số người nói rằng anh ta có thể giết Meteonyker bằng tay không. Những câu chuyện cao siêu sang một bên, tôi có một yêu cầu cho bạn…"
PROPQUEST_SCENARIO_INC_001331,An army of ravenous plants are emerging and threatening the safety of our citizens. They seem to be the result of some mysterious dark magic.,Một đội quân thực vật hung hãn đang xuất hiện và đe dọa sự an toàn của công dân của chúng tôi. Chúng dường như là kết quả của một phép thuật đen tối bí ẩn nào đó.
PROPQUEST_SCENARIO_INC_001332,"Known as Wagsaac, these plants eat everything standing in their way. Please head south of Saint City and defeat 10 Small Wagsaac & 5 Wagsaac.","Được biết đến với cái tên Wagsaac, những loài thực vật này ăn mọi thứ cản đường chúng. Hãy đi về phía nam của thành phố Saint và đánh bại 10 Wagsaac Nhỏ & 5 Wagsaac."
PROPQUEST_SCENARIO_INC_001333,"Hmm, it appears that the stories of your selfless heroism were a little exaggerated.","Hmm, có vẻ như những câu chuyện về chủ nghĩa anh hùng quên mình của bạn đã hơi phóng đại."
PROPQUEST_SCENARIO_INC_001334,"It appears that the tales of your deeds are true! With the Wagsaac threat contained, our guards can once again focus on the defense of Saint City!","Có vẻ như những câu chuyện về những việc làm của bạn là có thật! Với mối đe dọa Wagsaac được ngăn chặn, các vệ sĩ của chúng ta một lần nữa có thể tập trung vào việc bảo vệ Thành phố Saint!"
PROPQUEST_SCENARIO_INC_001335,Please defeat 10 Small Wagsaac & 5 Wagsaac South of the Town. Our guards are already at working trying to eliminate this menace and could use assistance!,Hãy đánh bại 10 Wagsaac Nhỏ & 5 Wagsaac Nam của Thị trấn. Các vệ sĩ của chúng tôi đã làm việc để cố gắng loại bỏ mối đe dọa này và có thể sử dụng sự hỗ trợ!
PROPQUEST_SCENARIO_INC_001336,Kill 10 Small Wagsaac & 5 Wagsaac and return to the Mayor of Saint City.,Giết 10 tiểu Wagsaac & 5 Wagsaac và trở lại Thị trưởng thành phố Saint.
PROPQUEST_SCENARIO_INC_001338,Pint Sized Hero,Pint Sized Hero
PROPQUEST_SCENARIO_INC_001339,"It appears as if I must again call upon you for a favor. We have reports of a missing child, but unfortunately our guards are too occupied to help.","Có vẻ như tôi phải kêu gọi bạn một lần nữa cho một ân huệ. Chúng tôi có báo cáo về một đứa trẻ mất tích, nhưng không may là lính canh của chúng tôi quá bận rộn để giúp đỡ."
PROPQUEST_SCENARIO_INC_001340,"The boy, named Nerco, apparently left a note to his mother saying he wanted to defeat monsters just like the Hero of Flaris! For his sake, please find and protect him!","Cậu bé Nerco dường như đã để lại lời nhắn cho mẹ rằng cậu muốn đánh bại những con quái vật giống như Anh hùng Flaris! Vì lợi ích của anh ấy, hãy tìm và bảo vệ anh ấy!"
PROPQUEST_SCENARIO_INC_001341,"His mother believes him to be in Southern Saint Morning, attempting to take on the Mia by himself. Please protect him by defeating 10 Small Mia & 5 Mia.","Mẹ anh tin rằng anh đang ở phía Nam Saint Morning, cố gắng tự mình đảm nhận Mia. Hãy bảo vệ anh ta bằng cách đánh bại 10 Mia nhỏ & 5 Mia."
PROPQUEST_SCENARIO_INC_001342,What? Why am I asking you to find just a KID? Kids are the future of Madrigal. You have a bad mental attitude.,Gì? Tại sao tôi yêu cầu bạn chỉ tìm một KID? Trẻ em là tương lai của Madrigal. Bạn có một thái độ tinh thần không tốt.
PROPQUEST_SCENARIO_INC_001343,"Tremble ghosts, for I am the mightiest warrior in the… wait, who are you? You are interrupting my ghost slaying!","Hãy run sợ đi, những bóng ma kia, vì ta là chiến binh dũng mãnh nhất… khoan đã, bạn là ai ?? Bạn đang làm gián đoạn việc diệt trừ tà ma của tôi!"
PROPQUEST_SCENARIO_INC_001344,Hurry and find Nerco before the Mia get to him!,Nhanh lên và tìm Nerco trước khi Mia đến được với anh ta!
PROPQUEST_SCENARIO_INC_001345,Kill 10 Small Mia & 5 Mia and locate Nerco.,Giết 10 Mia nhỏ & 5 Mia và xác định vị trí của Nerco.
PROPQUEST_SCENARIO_INC_001347,A Mother's Fury,Cơn thịnh nộ của một người mẹ
PROPQUEST_SCENARIO_INC_001348,"What? You came here to find me? You must have me confused with someone else. I'm not a lost child, I'm a mighty warrior!!!","Gì? Bạn đến đây để tìm tôi? Bạn phải làm cho tôi nhầm lẫn với một người khác. Tôi không phải là một đứa trẻ lạc loài, tôi là một chiến binh dũng mãnh !!!"
PROPQUEST_SCENARIO_INC_001349,"Ok, so maybe I did get just a little lost. WHAT!? My mom already reported me missing!? Oh am I in trouble. Mom is gonna take my upgraded wooden sword!!!","Được rồi, có lẽ tôi đã bị lạc một chút. GÌ!? Mẹ tôi đã báo cáo tôi mất tích !? Ồ, tôi đang gặp rắc rối. Mẹ sẽ lấy thanh kiếm gỗ nâng cấp của tôi !!!"
PROPQUEST_SCENARIO_INC_001350,"Hey... um... YOU!! I need a favor. Please go and tell my mom I'm at a friend's house and will be home for dinner! If not, I am going to throw such a tantrum.","Này .. ừm .. BẠN ĐÓ!! Tôi cần bạn giúp.. Hãy đi và nói với mẹ tôi rằng tôi đang ở nhà một người bạn và sẽ về nhà ăn tối! Nếu không, tôi sẽ quậy một trận đấy."
PROPQUEST_SCENARIO_INC_001351,"Hehe, I knew you would accept my request. Please tell my mom everything is fine. Don't worry about me, I will go back soon enough!","Hehe, tôi biết bạn sẽ chấp nhận yêu cầu của tôi. Hãy nói với mẹ là mọi thứ vẫn ổn. Đừng lo lắng cho tôi, tôi sẽ quay lại sớm thôi!"
PROPQUEST_SCENARIO_INC_001352,No! No! I won't go! I won't go! I won't go! You can't make me!,Không! Không! Tôi sẽ không đi! Tôi sẽ không đi! Tôi sẽ không đi! Bạn không thể làm cho tôi!
PROPQUEST_SCENARIO_INC_001353,"What? At a friend's house? Oh that Nerco is such a little lying !@#!&@ When he comes back, I will kick his ~!#@$!#&#!@#!...","Gì? Ở nhà một người bạn? Ôi Nerco thật là hơi dối trá ! @ #! & @ Khi anh ấy quay lại, tôi sẽ đá anh ấy ~! # @ $! # & #! @ #! ..."
PROPQUEST_SCENARIO_INC_001355,Tell Lusina Nerco's words.,Nói lời của Lusina Nerco.
PROPQUEST_SCENARIO_INC_001357,Like finding a Hair band in a Pumpkin Patch,Giống như tìm dây buộc tóc trong miếng dán bí ngô
PROPQUEST_SCENARIO_INC_001358,"Hey you... It's no use talking to my mommy right now. When she gets angry, she gets ANGRY.*giggle* Give her some time!","Này bạn .. Bạn không nói chuyện với mẹ tôi được vào lúc này đâu. Khi bà ấy bực bội, cơn giận của bà ấy sẽ rất ĐÁNG SỢ. * Cười khúc khích * Hãy cho bà ấy một chút thời gian nhé!"
PROPQUEST_SCENARIO_INC_001359,"Since you aren't busy now, I know you would looooooove to do me a favor! *giggle* A few days ago I lost my favorite Marble Hair band outside of the town. Please please find it?","Vì bây giờ bạn không bận, tôi biết bạn sẽ rất muốnnnnnn làm giúp tôi một việc này đấy! * cười khúc khích * Cách đây vài ngày, tôi đã đánh mất chiếc Marble Hair yêu thích của mình bên ngoài thị trấn. Bạn tìm nó giùm tôi nhé, làm ơn đấy?"
PROPQUEST_SCENARIO_INC_001360,"Yay! Thank you so much! You are super awesome. If I remember right, I lost it playing hide and seek with Nerco near the Pumpkin Village.","Yay! Cảm ơn bạn rất nhiều! Bạn thật tuyệt vời. Nếu tôi nhớ không lầm, tôi đã đánh mất nó khi chơi trốn tìm với Nerco gần Làng Bí ngô."
PROPQUEST_SCENARIO_INC_001361,"But but but, it was my favoritest… my daddy bought it for me!!!","Nhưng nhưng, đó là món ăn yêu thích nhất của tôi… bố tôi đã mua nó cho tôi !!!"
PROPQUEST_SCENARIO_INC_001362,You found my hair band!? Yay! You are the bestest ever!!! You are a real hero!,Bạn tìm thấy dây buộc tóc của tôi !? Yay! Bạn là tốt nhất bao giờ hết !!! Bạn là một anh hùng thực sự!
PROPQUEST_SCENARIO_INC_001363,"Be careful! Pumpkin Village has lots of scary Mr.Pumpkins. When I saw one, I ran as fast as I could and lost my scrunchie!","Hãy cẩn thận! Làng Bí ngô có rất nhiều Mr.Pumpkins đáng sợ. Khi tôi nhìn thấy một con, tôi đã chạy nhanh hết mức có thể và đánh mất con scrunchie của mình!"
PROPQUEST_SCENARIO_INC_001364,Find Marble Hair band from Pumpkin village and go back to Nersha.,Tìm ban nhạc Marble Hair từ làng Pumpkin và quay trở lại Nersha.
PROPQUEST_SCENARIO_INC_001366,A Mother's Embrace,Cái ôm của mẹ
PROPQUEST_SCENARIO_INC_001367,"Oh, also! My mommy is looking for you... Go talk to her. Don't worry, she is cooled down now.","Ồ, còn nữa! Mẹ tôi đang tìm bạn đấy .. Hãy nói chuyện với bà ấy. Đừng lo lắng, bây giờ bà ấy bớt giận rồi."
PROPQUEST_SCENARIO_INC_001368,I think she wants to thank you for helping me!,Tôi nghĩ cô ấy muốn cảm ơn bạn đã giúp tôi!
PROPQUEST_SCENARIO_INC_001369,"Hmm... If you go back to Mayor, this mission will fail...","Hmm .. Nếu bạn quay trở lại chỗ Mayor, nhiệm vụ này sẽ thất bại .."
PROPQUEST_SCENARIO_INC_001370,"Good to see you again. Sorry for earlier, it's just that Nerco makes me so angry sometimes. Anyway, I heard you found something for my daughter.","Rất vui khi gặp bạn. Xin lỗi vì lúc nãy, chỉ là Nerco đôi khi làm tôi giận quá. Dù sao, tôi nghe nói bạn đã tìm thấy một cái gì đó cho con gái tôi."
PROPQUEST_SCENARIO_INC_001371,Please go talk with my mommy!,Làm ơn đi nói chuyện với mẹ tôi!
PROPQUEST_SCENARIO_INC_001372,Speak with Lusina.,Nói chuyện với Lusina.
PROPQUEST_SCENARIO_INC_001374,Nothing Like a Home Cooked Meal,Không giống như một bữa ăn nấu tại nhà
PROPQUEST_SCENARIO_INC_001375,Thank you! You found my son and also helped my daughter. Now I can momentarily feel relieved. Let me treat you to a home cooked meal! Hold on...,Cảm ơn! Bạn đã tìm thấy con trai tôi và cũng đã giúp đỡ con gái tôi. Bây giờ tôi có thể cảm thấy nhẹ nhõm trong giây lát rồi. Để tôi đãi bạn một bữa cơm nhà nấu nhé! Chờ tôi một chút..
PROPQUEST_SCENARIO_INC_001376,"Ah!!! All of my kitchen knives got rusty. I just wanted to treat you a good meal to show my appreciation... Now, I can't even feed my children!","Ah!!! Tất cả những con dao làm bếp của tôi đều bị gỉ. Tôi đã muốn đãi bạn một bữa ăn ngon để thể hiện sự cảm kích của tôi ... Bây giờ, tôi thậm chí không thể nấu cho con tôi ăn!"
PROPQUEST_SCENARIO_INC_001377,"You've helped our family so much already, but can I ask you for a favor also?","Bạn đã giúp đỡ gia đình chúng tôi rất nhiều rồi, nhưng tôi có thể nhờ bạn giúp nữa được không?"
PROPQUEST_SCENARIO_INC_001378,"If I had some Sharp Edge pieces, I could make a knife and once again be a fit mother! Would you please gather some for me?","Nếu tôi có một số mảnh Sharp Edge, tôi có thể làm một con dao và một lần nữa trở thành một người mẹ phù hợp! Bạn có thể vui lòng thu thập một số cho tôi?"
PROPQUEST_SCENARIO_INC_001379,"You are really too kind! You can collect Sharp Edge pieces by killing some Red Mantis… and pulling off their legs. Yes, yes, so it sounds a little vicious. It's ok, you will get over it! Haha!","Bạn thực sự quá tốt bụng! Bạn có thể thu thập các mảnh Sharp Edge bằng cách giết một số Red Mantis… và nhổ chân của chúng. Vâng, vâng, vì vậy nó nghe có vẻ hơi luẩn quẩn. Không sao đâu, bạn sẽ vượt qua được thôi! Haha!"
PROPQUEST_SCENARIO_INC_001380,Oh dear! Now my children shall surely starve! Children's services will take them away and I will be all alone…,Ôi chao! Bây giờ các con tôi chắc chắn sẽ chết đói! Các dịch vụ dành cho trẻ em sẽ mang chúng đi và tôi sẽ đơn độc…
PROPQUEST_SCENARIO_INC_001381,How very kind of you! Hope this task wasn't too much of a burden for you. Rest a little now!,Bạn thật sự rất tốt! Hy vọng nhiệm vụ này không quá nặng nề đối với bạn. Hãy nghỉ ngơi một chút!
PROPQUEST_SCENARIO_INC_001382,"Unfortunately, you won't be able to pull the legs off all the Red Mantis. Some of them are attached too tightly. Just keep killing them and you will eventually succeed!","Thật không may, bạn sẽ không thể kéo chân khỏi tất cả Bọ ngựa đỏ. Một trong số chúng được gắn quá chặt chẽ. Chỉ cần tiếp tục giết chúng cuối cùng bạn sẽ thành công!"
PROPQUEST_SCENARIO_INC_001383,Bring 3 Sharp Edge to Lusina by killing Red Mantis.,Mang 3 Sharp Edge cho Lusina bằng cách giết Red Mantis.
PROPQUEST_SCENARIO_INC_001385,Soups On!,Soups On!
PROPQUEST_SCENARIO_INC_001386,"Well, I should hurry and get dinner going. Would you please fetch Nerco for me? I'm sure if I saw him right now, I'd kick his little butt from here to Darkon!","Chà, tôi nên nhanh chóng đi ăn tối thôi. Bạn vui lòng tìm Nerco và mang nó đến giúp tôi được không? Tôi chắc rằng nếu tôi nhìn thấy nó ngay bây giờ, tôi sẽ cho nó một trận từ đây tới Darkon!"
PROPQUEST_SCENARIO_INC_001387,Thank you so much! I'm sure that crafty little liar is still where you last saw him!,Cảm ơn bạn rất nhiều! Tôi chắc rằng kẻ dối trá xảo quyệt vẫn ở nơi lần cuối cùng bạn nhìn thấy hắn!
PROPQUEST_SCENARIO_INC_001388,"Well, looks like someone is going to bed on an empty stomach then!","Chà, có vẻ như ai đó sẽ đi ngủ khi bụng đói!"
PROPQUEST_SCENARIO_INC_001389,You again? I said I would be home soon enough! Don't tell me my mother sent you!?,Lại là bạn à? Tôi đã nói tôi sẽ về nhà sớm thôi! Đừng nói với tôi là mẹ tôi đã nhắn bạn đến nhé!?
PROPQUEST_SCENARIO_INC_001390,Please go tell Nerco to come home for dinner!,Hãy bảo Nerco về nhà ăn tối!
PROPQUEST_SCENARIO_INC_001391,Tell Lusina's words to Nerco.,Nói những lời của Lusina với Nerco.
PROPQUEST_SCENARIO_INC_001393,The Rusty Shackle,Còng sắt gỉ
PROPQUEST_SCENARIO_INC_001394,What? My mother told me to come and eat? Awww but I’m just getting started!,Gì? Mẹ tôi bảo tôi đến ăn cơm? Awww nhưng tôi chỉ mới bắt đầu!
PROPQUEST_SCENARIO_INC_001395,"What? She's mad at me? If you show Mia's Shackles to her, I know she will be proud! Please take this to my mother.","Gì? Cô ấy giận tôi? Nếu bạn cho cô ấy xem Chiếc còng của Mia, tôi biết cô ấy sẽ rất tự hào! Hãy đưa cái này cho mẹ tôi."
PROPQUEST_SCENARIO_INC_001396,Awesome! Now I can get back to killing more monsters!,Đáng kinh ngạc! Bây giờ tôi có thể quay lại để giết nhiều quái vật hơn!
PROPQUEST_SCENARIO_INC_001397,"It's ok, I understand that you are just jealous! Mwahaha!","Không sao đâu, tôi hiểu rằng bạn chỉ đang ghen tị thôi! Mwahaha!"
