Key,English,Portuguese
PROPQUEST_SCENARIO_INC_001529,"For the sake of truth, please do not pass up my request!","Por uma questão da verdade, por favor, não deixe passar meu pedido!"
PROPQUEST_SCENARIO_INC_001530,"I've done it!! Because of your bravery, I've found an important piece of information.","Consegui!! Por causa de sua bravura, encontrei uma informação importante."
PROPQUEST_SCENARIO_INC_001531,I'm still in the process of research. Please go and defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers while I complete my work!,"Ainda estou em processo de pesquisa. Por favor, vá e derrote 15 Portadores de Lápides Pequenos e 7 Portadores de Lápides enquanto eu termino meu trabalho!"
PROPQUEST_SCENARIO_INC_001532,Defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers.,Derrote 15 Portadores de Lápides Pequenos e 7 Portadores de Lápides.
PROPQUEST_SCENARIO_INC_001534,Endless Loop,Loop Sem Fim
PROPQUEST_SCENARIO_INC_001535,"While conducting my research, I found something of interest about the pillars carried by the Tombstone Bearers. It looks similar to those of Shade's temple.","Enquanto conduzia minha pesquisa, encontrei algo interessante sobre os pilares carregados pelos Portadores de Lápides. Parecem ser semelhantes aos do templo de Shade."
PROPQUEST_SCENARIO_INC_001536,"Upon looking further into the information, I found that Tombstone Bearers were actually slaves of Shade that built her temple. But why would they be here in the Garden of Rhisis?","Ao analisar mais as informações, descobri que os Portadores de Lápides eram, na verdade, escravos de Shade que construíram seu templo. Mas por que eles estariam aqui no Jardim de Rhisis??"
PROPQUEST_SCENARIO_INC_001537,I need to acquire more data! Would you help me further by acquiring an Ancient Inscription? This might provide the insight I'm looking for!,Preciso adquirir mais dados! Você me ajudaria adquirindo uma Inscrição Antiga? Isso pode fornecer a visão que estou procurando!
PROPQUEST_SCENARIO_INC_001538,I knew you would have accepted. You too yearn to discover the truth! You can find a Ancient Inscription by defeating any of the Tombstone Bearers,Eu sabia que você teria aceitado. Você também anseia por descobrir a verdade! Você pode encontrar uma Inscrição Antiga derrotando qualquer um dos Portadores de Lápides.
PROPQUEST_SCENARIO_INC_001539,How could you decline? This could potentially reveal so much to us about Shade's masquerpets and their growing strength!,Como você pode recusar?? Isso poderia revelar muito sobre os masquerpets de Shade e sua força crescente!
PROPQUEST_SCENARIO_INC_001540,You got it!! Please hand it over quickly for me to analyze!,"Você conseguiu!! Por favor, me entregue rapidamente para que eu possa analisar!"
PROPQUEST_SCENARIO_INC_001541,"Even if you don't initially receive an Ancient Inscription, keep defeating them! I'm sure one of these Tombstone Bearers is bound to have the Ancient Inscription!","Mesmo se você não receber inicialmente uma Inscrição Antiga, continue os caçando! Tenho certeza de que um desses Portadores de Lápides deve ter a Inscrição Antiga!"
PROPQUEST_SCENARIO_INC_001542,Acquire an Ancient Inscription from one of the Tombstone Bearers.,Adquira uma Inscrição Antiga de um dos Portadores de Lápides.
PROPQUEST_SCENARIO_INC_001544,Essence of the Gods,A Essência dos Deuses (1 de 2)
PROPQUEST_SCENARIO_INC_001545,It's of no use… The stamp is just too damaged to gather much significant information. It did allude to the War of the Gods though…,Não adianta... O selo está muito danificado para reunir informações muito significativas. Ele faz alusão à Guerra dos Deuses embora…
PROPQUEST_SCENARIO_INC_001546,"I know from lore that, during this time, Bubble decided to take action against Shade and her masquerpet army. A battle occurred between the gods at this very location.","Eu sei pela lenda que, durante esse tempo, Bubble decidiu agir contra Shade e seu exército de masquerpets. Uma batalha ocorreu entre os deuses neste mesmo local."
PROPQUEST_SCENARIO_INC_001547,It is rumored that the essence of both gods remains in this garden till this day. Could you please find the Bubble Trace for me?,"Há rumores de que a essência de ambos os deuses permanecem neste jardim até hoje. Você poderia, por favor, encontrar a Essência de Bubble para mim?"
PROPQUEST_SCENARIO_INC_001548,"Please defeat the Basques in the North and acquire the Bubble Trace. Once you have this, take it to Bowler. He knows much more ancient lore than myself.","Por favor, derrote os Basques no Norte e adquira a Essência de Bubble. Depois de ter isso, leve-o para Bowler. Ele tem muito mais sabedoria antiga do que eu."
PROPQUEST_SCENARIO_INC_001549,You don't want to help me? Oh well... Then I will go myself...,Você não quer me ajudar? Ah tá bem.. Eu mesmo vou..
PROPQUEST_SCENARIO_INC_001550,"Hmm? Yes I am Bowler, last keeper of the lore of this continent. WHAT!? You come bearing the Bubble Trace!?","Hum? Sim, eu sou Bowler, o último guardião da lenda deste continente. QUE!? Você trouxe a Essência de Bubble!?"
PROPQUEST_SCENARIO_INC_001551,"Please kill 15 Basques, acquire the Bubble Trace and take it to Bowler.","Por favor, mate 15 Basques, adquira a Essência de Bubble e leve para Bowler."
PROPQUEST_SCENARIO_INC_001552,Kill 15 Phantom Basques & 7 Basques and find the Bubble Trace and bring it to Bowler.,"Mate 15 Basques Fantasmas e 7 Basques, consiga a Essência de Bubble e leve para o Bowler."
PROPQUEST_SCENARIO_INC_001554,Essence of the Gods (2),A Essência dos Deuses (2 de 2)
PROPQUEST_SCENARIO_INC_001555,"According to my ancestors, this region was once a primary location for a massive conflict between Bubble and Shade. Lets put it this way, Madrigal was once all one continent before this war…","De acordo com meus ancestrais, essa região já foi um local primário para um grande conflito entre Bubble e Shade. Vamos colocar desta forma, Madrigal já foi um continente só antes desta guerra…"
PROPQUEST_SCENARIO_INC_001556,"We must also acquire the Shade trace. It's rumored to be held by the Pranksters, the last remnants of the followers of Shade. As you can see, I'm a tad too short to confront them. Could you get it for me?","Também devemos adquirir a Essência de Shade. Há rumores de que está nas mãos dos Pranksters, os últimos remanescentes dos seguidores de Shade. Como você pode ver, sou um pouco baixo demais para enfrentá-los. Você faria isso por mim??"
PROPQUEST_SCENARIO_INC_001557,I appreciate the assistance. Please go Kill 15 Small Mage Pranksters & 7 Pranksters and acquire the Shade trace.,"Agradeço a ajuda. Por favor, vá matar 15 Magos Pranksters Pequenos e 7 Pranksters e adquira a Essência de Shade."
PROPQUEST_SCENARIO_INC_001558,What? Expect a poor little Dwarpet such as myself to take on an army of Pranksters?,Que? Você espera que um pobre pequenino Dwarpet como eu enfrente um exército de Pranksters?? 
PROPQUEST_SCENARIO_INC_001559,"So according to Bowler, this was the site of the battle between Bubble and Shade? The essence of each that you contain is definitive proof of this.","Então, de acordo com Bowler, este foi o local da batalha entre Bubble e Shade? A essência de cada um que você contém é a prova definitiva disso."
PROPQUEST_SCENARIO_INC_001560,"Kill 15 Small Mage Pranksters & 7 Pranksters, find the Shade Trace and bring it to Handel.","Mate 15 Magos Pranksters Pequenos e 7 Pranksters, encontre a Essência de Shade e entregue para Handel."
PROPQUEST_SCENARIO_INC_001561,"Kill 15 Small Mage Pranksters & 7 Pranksters, acquire the Shade Trace and bring it to Handel.","Mate 15 Magos Pranksters Pequenos e 7 Pranksters, encontre a Essência de Shade e entregue para Handel."
PROPQUEST_SCENARIO_INC_001563,Guardians of the Temple,Guardiões do Templo
PROPQUEST_SCENARIO_INC_001564,"This essence of Shade is concerning… After the 8 Heroes had defeated Shade, all remnants of her existence were to be purged to prevent her return.","Essa essência de Shade é preocupante... Depois que os 8 Heróis derrotaram Shade, todos os resquícios de sua existência deveriam ter sido expurgados para evitar seu retorno."
PROPQUEST_SCENARIO_INC_001565,"If her essence remains, this is very bad… Stored in the Temple of Iblis is the Parchment of War. Please head there and retrieve it for me.","Se a essência dela permanecer, isso é muito ruim... Existe um Pergaminho da Guerra armazenado no Templo de Iblis. Por favor, vá até lá e traga-o para mim."
PROPQUEST_SCENARIO_INC_001566,The Temple of Iblis is in the Southern most region of Saint Morning. The records are guarded by both Iblis Crashers and an Iblis Guardian so please defeat them to obtain it!,"O Templo de Iblis fica na região mais ao sul de Saint Morning. Os registros são guardados tanto por Iblis Esmagadores e um Guardião Iblis, então, por favor, derrote-os para obtê-lo!"
PROPQUEST_SCENARIO_INC_001567,We've come too far to just quit now! Please reconsider!!,Chegamos longe demais para desistir agora! Por favor reconsidere!!
PROPQUEST_SCENARIO_INC_001568,You've made it back with the Parchment!,Você conseguiu voltar com o Pergaminho!
PROPQUEST_SCENARIO_INC_001569,Please bring the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,"Por favor, traga o Pergaminho da Guerra depois de derrotar 10 Iblis Esmagadores e um Guardião Iblis."
PROPQUEST_SCENARIO_INC_001570,Bring Handel the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,Consiga o Pergaminho da Guerra para Handel depois de derrotar 10 Iblis Esmagadores e um Guardião Iblis.
PROPQUEST_SCENARIO_INC_001572,Before He's Road kill…,Antes Que Ele Seja Atropelado…
PROPQUEST_SCENARIO_INC_001573,Please you must quickly hurry to Bowler! It seems the Wheelems near him have grown increasingly aggressive and he has grown quite fearful!,"Por favor, você deve se apressar para ajudar o Bowler! Parece que Wheelems perto dele ficaram mais agressivos e ele está com muito medo!"
PROPQUEST_SCENARIO_INC_001574,"Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!","Pode correr para ajudá-lo? Enquanto isso, tentarei descriptografar esses registros. Eu sei que eles contêm algo que vale a pena!! "
PROPQUEST_SCENARIO_INC_001575,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!,"Sua ajuda é realmente apreciada! Depressa, derrote 20 Wheelems Brutos e 10 Wheelems e depois informe ao Bowler!"
PROPQUEST_SCENARIO_INC_001576,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!,Oh não!! Você deve ajudá-lo! Bowler não tem chance contra aqueles Wheelems violentos!
PROPQUEST_SCENARIO_INC_001577,"That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory.","Isso foi muito perto de um desastre! Os Wheelem geralmente me deixavam em paz. Por alguma razão, eles de repente ficaram violentos e tentaram me atacar enquanto eu estava passando perto do território deles."
PROPQUEST_SCENARIO_INC_001578,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!,Depressa! Destrua 20 Wheelems Brutos e 10 Wheelems antes que eles possam machucar o Bowler!
PROPQUEST_SCENARIO_INC_001579,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.,Ajude Bowler! Mate 20 Wheelems Brutos e 10 Wheelems e depois reporte para ele.
PROPQUEST_SCENARIO_INC_001581,The Moment of Truth,O Momento da Verdade
PROPQUEST_SCENARIO_INC_001582,"The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…","O número de Wheelems aumentou muito desde a última vez que me lembro. Se não fosse por você, eu seria um Dwarpet atropelado..."
PROPQUEST_SCENARIO_INC_001583,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?,Handel terminou sua pesquisa? Oh! Ela está descriptografando o Pergaminho da Guerra?? Por que não corre de volta para ela para descobrir se ela terminou?!
PROPQUEST_SCENARIO_INC_001584,"Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!","Diga a Handel que agradeci por sua preocupação... Se ela precisar da minha ajuda, sinta-se à vontade para me procurar a qualquer momento!"
PROPQUEST_SCENARIO_INC_001585,"Look I know I'm great and you would love to spend time with me, but this is sort of important!","Olha, eu sei que sou ótimo e você adoraria passar um tempo comigo, mas isso é meio importante!"
PROPQUEST_SCENARIO_INC_001586,I'm glad to see you… I have to finish decrypting the Parchment,Estou feliz em ver você… Tenho que terminar de decifrar o Pergaminho.
PROPQUEST_SCENARIO_INC_001587,Go see Handel. She should be done with decrypting the parchment.,Vá ver Handel. Ela deve ter terminado de decifrar o pergaminho.
PROPQUEST_SCENARIO_INC_001588,Return to Handel and see if she has decrypted the Parchment.,Volte para Handel e veja se ela decifrou o Pergaminho.
PROPQUEST_SCENARIO_INC_001590,Revelation,Revelação
PROPQUEST_SCENARIO_INC_001591,Why am I looking so distraught after analyzing the text you ask? Well… I guess the results are not what I would have wanted…,Por que estou tão perturbada após analisar o texto você pergunta? Bem… Acho que os resultados não são bem o que eu gostaria…
PROPQUEST_SCENARIO_INC_001592,"The records indicate that despite the efforts made by the 8 heroes to expunge any trace of Shade's existence, her essence still persists throughout this world.","Os registros indicam que, apesar dos esforços feitos pelos 8 heróis para expurgar qualquer vestígio da existência de Shade, sua essência ainda persiste por todo este mundo."
PROPQUEST_SCENARIO_INC_001593,"When the time is right, she will regain her physical form and return anew to command her masquerpet army. It is her intention to reclaim the known world as her own…","Quando for a hora certa, ela recuperará sua forma física e retornará novamente para comandar seu exército de masquerpets. E sua intenção é recuperar o mundo que ela proclamou ser seu…"
PROPQUEST_SCENARIO_INC_001594,You must go and talk to Reonan as soon as possible. We no longer have time to waste. Please find him!,"Você deve ir falar com Reonan o mais rápido possível. Não temos mais tempo a perder. Por favor, encontre-o!"
PROPQUEST_SCENARIO_INC_001595,Reonan still hasn't explained to you the exact nature of the 8 heroes has he? I feel you are ready to know the truth and the role you play in this all…,"Reonan ainda não explicou a natureza exata dos 8 heróis para você, não é? Eu sinto que você está pronto(a) para saber a verdade e o papel que você desempenha em tudo isso…"
PROPQUEST_SCENARIO_INC_001596,I'm sorry if you feel uncertain about this all. Take some time to think it over…,Sinto muito se você se sente inseguro sobre tudo isso. Tire um tempo para pensar sobre isso…
PROPQUEST_SCENARIO_INC_001597,Greetings again! Ohhh…so this is what Handel has brought to light.,Saudações novamente! Ohhh... então é isso que Handel trouxe à tona.
PROPQUEST_SCENARIO_INC_001598,Please hurry back to Reonan. I'm sure he will explain everything!,"Por favor, se encontre logo com Reonan. Tenho certeza que ele vai explicar tudo!"
PROPQUEST_SCENARIO_INC_001599,Return to Reonan with the results of Handel's research.,Encontre Reonan e mostre os resultados da pesquisa de Handel.
PROPQUEST_SCENARIO_INC_001601,Darkon: The Mysterious Continent,Darkon: O Continente Misterioso
PROPQUEST_SCENARIO_INC_001602,"This is more urgent that I thought… I was aware of the impending return of Shade, but this soon? I'm sorry I had to hide so much from you. Here is the truth…","Isso é mais urgente do que eu pensava… Eu estava ciente do iminente retorno de Shade, mas tão cedo?? Me desculpe, eu tive que esconder tanto de você. Aqui está a verdade…"
PROPQUEST_SCENARIO_INC_001603,"Handel, Hael and I share a common past. We are all reincarnations of the 8 original heroes to defeat Shade in the War of the Gods. I was the first Knight Hero...","Handel, Hael e eu compartilhamos um passado em comum. Somos todos reencarnações dos 8 heróis originais para derrotar Shade na Guerra dos Deuses. Eu fui o primeiro Herói Knight..."
PROPQUEST_SCENARIO_INC_001604,"We were all appointed by Bubble as champions of our respective classes, and led the armies of mankind against Shade and her masquerpets.","Todos nós fomos nomeados por Bubble como campeões de nossas respectivas classes, e lideramos os exércitos da humanidade contra Shade e seus masquerpets."
PROPQUEST_SCENARIO_INC_001605,I feel it is due time for a reunification of the original 8 heroes... I know the other reincarnations are out there. I just hope we will be able to convince the rest of them. We don't have much time…,Eu sinto que é a hora certa para reunir os 8 Heróis originais... Eu sei que as outras reencarnações estão por aí. Só espero que consigamos convencer todos eles. Não temos muito tempo…
PROPQUEST_SCENARIO_INC_001606,"It has come to my attention that several of the other heroes are currently residing in a large continent known as Darkon. For Madrigal's sake, would you be able to track them down?","Chegou ao meu conhecimento que vários dos outros heróis estão atualmente residindo em um grande continente conhecido como Darkon. Pelo bem de Madrigal, você seria capaz de localizá-los?"
PROPQUEST_SCENARIO_INC_001607,Make haste to meet the Mayor of Darkon. He sees over the main industrial town located in Darkon 2. Maybe he will have further information about the missing heroes.,Apresse-se e encontre o Prefeito de Darken. Ele administra a cidade industrial localizada em Darkon 2. Talvez ele tenha mais informações sobre os heróis restantes.
PROPQUEST_SCENARIO_INC_001608,"I know it is a lot to take in, but you are going to have to trust me on this one. We don't have any time to waste.","Eu sei que é muito para absorver, mas você vai ter que confiar em mim. Não temos tempo a perder."
PROPQUEST_SCENARIO_INC_001609,"Oh! Hello young adventurer. You shouldn't sneak up on a man my age, nearly gave me a heart attack. Hahaha!!","Oh! Olá jovem aventureiro(a). Você não deveria se aproximar de um homem da minha idade dessa maneira, quase me deu um ataque cardíaco. Hahaha!!"
PROPQUEST_SCENARIO_INC_001610,"You must locate the heroes of the past, so that Madrigal might have a future. Please speak with the Mayor of Darkon. I guarantee he will know something…","Você deve localizar os heróis do passado, para que Madrigal possa ter um futuro. Por favor, fale com o Prefeito de Darken. Garanto que ele saberá de alguma coisa..."
PROPQUEST_SCENARIO_INC_001611,Go meet the Mayor of Darken located in Darkon 2. Maybe he will have more information on the missing heroes.,Conheça o Prefeito de Darken localizado em Darkon 2. Talvez ele tenha mais informações sobre os heróis desaparecidos.
PROPQUEST_SCENARIO_INC_001613,The Problem with Leyenas,O Problema com Leyenas
PROPQUEST_SCENARIO_INC_001614,"What's this you speak of? Heroes? Can't say I've heard anything about that… But, I believe I know a person who may have…",Do que está falando?? Aqueles Heróis?? Não posso falar sobre algo tão sigiloso por aqui... Mas acredito que conheço uma pessoa que pode...
PROPQUEST_SCENARIO_INC_001615,Oh you want to know? Of course I will tell you… But first perhaps you could do me a favor?,"Hm Você precisa saber? Claro que vou te dizer... Mas primeiro, que tal você me fazer um favor?"
PROPQUEST_SCENARIO_INC_001616,I am frequently in touch with the mayors of both Saint City and Flarine. I have heard of your heroic actions and request your aid. There has been a dramatic increase in Leyena populations.,Estou frequentemente em contato com os prefeitos das cidades Saint e Flarine. Ouvi falar de suas ações heroicas e solicito sua ajuda. Houve um aumento dramático nas populações de Leyenas.
PROPQUEST_SCENARIO_INC_001617,They have made it awfully hard for our workers to collect a rare ore which is a staple export here in Darken. Please defeat the Leyena and I will give you the information.,"Elas atrapalham nossos trabalhadores na coleta de um minério raro, que é um produto básico de exportação aqui em Darken. Por favor, derrote as Leyenas e eu lhe darei a informação."
PROPQUEST_SCENARIO_INC_001618,Thank you adventurer! The Leyena can be found in Eastern Darkon. Please decrease their population by killing 20 Small Leyenas and 10 Leyenas.,"Obrigado aventureiro! As Leyenas podem ser encontradas no leste de Darkon. Por favor, diminua sua população eliminando 20 Leyenas Pequenas e 10 Leyenas."
PROPQUEST_SCENARIO_INC_001619,"Hmm, what was it you needed again? My mind seems to be getting fuzzy... Since you are here, why not do some sightseeing?","Hmm, o que você queria? Minha mente parece estar ficando confusa... Já que você está aqui, por que não faz um pouco de turismo?"
PROPQUEST_SCENARIO_INC_001620,Hah! It is just as I have heard. You are truly a problem saver! Now to uphold my end of the bargain!,"Hah! É exatamente como tenho escutado. Você é realmente um resolvedor de problemas! Agora, para cumprir a minha parte do trato!"
PROPQUEST_SCENARIO_INC_001621,Well? I'm not getting any younger! The Leyena are found in Eastern Darkon. Please get rid of at least 20 Small Leyenas and 10 Leyenas!,"Bem.. Eu não estou ficando mais jovem! As Leyenas são encontradas no leste de Darkon. Por favor, livre-se de pelo menos 20 Leyenas Pequenas e 10 Leyenas!"
PROPQUEST_SCENARIO_INC_001622,Kill 20 Small Leyenas and 10 Leyenas.,Elimine 20 Leyenas Pequenas e 10 Leyenas.
PROPQUEST_SCENARIO_INC_001624,The Great Teacher Inisis,A Grande Mentora Inisis
PROPQUEST_SCENARIO_INC_001625,Search out the Great Teacher Inisis. She has a wealth of knowledge on many subjects and has produced many outstanding students. If anyone knows it would be her.,"Procure a Grande Mentora Inisis. Ela tem uma riqueza de conhecimento em muitos assuntos e produziu muitos alunos excelentes. Se há alguém para saber de algo nessa cidade, ela é essa pessoa."
PROPQUEST_SCENARIO_INC_001626,Inisis can be found at the center of Darken. Please go see her! I'm sure she will be of assistance!,"Inisis pode ser encontrada no centro de Darken. Por favor, vá falar com ela! Tenho certeza que ela vai ajudar! "
PROPQUEST_SCENARIO_INC_001627,But be patient! Inisis will hardly give you the answers you seek so quickly!,Mas tenha paciência! Dificilmente a Inisis lhe dará as respostas que procura tão rapidamente! 
PROPQUEST_SCENARIO_INC_001628,Changed your mind already? Guess the task wasn't that important then.,Já mudou de ideia? Acho que seu pedido não era tão importante então.
PROPQUEST_SCENARIO_INC_001629,Hmm... You are new here aren't you? Have you journeyed all this way to become one of my students?,Hmm.. Você é novo aqui não é? Você percorreu todo esse caminho para se tornar um dos meus alunos?
PROPQUEST_SCENARIO_INC_001630,Go see Inisis. She is at the center of Darken.,Vá falar com Inisis. Ela está no centro de Darken.
PROPQUEST_SCENARIO_INC_001631,Go meet [Mentor] Inisis.,Encontre a Mentora Inisis
PROPQUEST_SCENARIO_INC_001633,Corrupted Hunter,Caçador Corrompido
PROPQUEST_SCENARIO_INC_001634,"8 legendary heroes? Hmm… Maybe… I have a person in my mind… but, I can't tell you so easily. First you must do something to show you are worthy of such information.","Os 8 heróis lendários? Entendo… Talvez… eu tenha uma pessoa em mente… mas, não posso te dizer tão facilmente. Primeiro você deve fazer algo para mostrar que você é digno de tal informação."
PROPQUEST_SCENARIO_INC_001635,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.
PROPQUEST_SCENARIO_INC_001636,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.
PROPQUEST_SCENARIO_INC_001637,"If you don't have time for this, I don't have time to give you the information you seek…","Se você não tem tempo para isso, eu não tenho tempo para lhe dar a informação que procura…"
PROPQUEST_SCENARIO_INC_001638,hmm… Impressive. You are stronger than you look. I will give you everything you need to know now.,"Ótimo… É realmente muito impressionante, muitos guardas já falharam ao tentar derrotar aquele monstro. Você é mais forte do que parece. Vou lhe contar tudo o que você precisa saber agora."
PROPQUEST_SCENARIO_INC_001639,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.
PROPQUEST_SCENARIO_INC_001640,Kill the Lord Trangfoma.,Kill the Lord Trangfoma.
PROPQUEST_SCENARIO_INC_001642,Peculiar Creature,Criatura Peculiar
PROPQUEST_SCENARIO_INC_001643,"Normally I'd be skeptical of such a claim, but I do recall coming across quite a peculiar sight…","Normalmente eu seria cética em relação a tal afirmação, mas me lembro de ter visto algo bastante peculiar…"
PROPQUEST_SCENARIO_INC_001644,"While out traveling, I came across a creature most bizarre not too far East of Darken City.","Enquanto viajava, me deparei com uma criatura muito bizarra não muito distante do lado leste da cidade de Darken."
PROPQUEST_SCENARIO_INC_001645,"It looked like an animal, yet it seemed to be talking. It seems quite peculiar and might warrant an investigation. I'm not sure if this will actually help you or not…","Parecia um animal, mas aparentava estar falando algo sobre os Heróis. Parece bastante peculiar e pode justificar uma investigação. Não tenho certeza se isso realmente vai te ajudar ou não…"
PROPQUEST_SCENARIO_INC_001646,Please go investigate the nature of this matter. Maybe this creature might know something as well?,"Por favor, vá investigar a natureza deste assunto. Talvez essa criatura também saiba de alguma coisa?"
PROPQUEST_SCENARIO_INC_001647,"I saw the creature near the Steel Knights, which reside in the Erons Factories. Go look for it there!","Eu vi a criatura perto dos Cavaleiros de Aço, que residem nas Fábricas Erons. Vá procurar lá!"
PROPQUEST_SCENARIO_INC_001648,What? You don't believe me? Not like your story is any more believable!,"Você não acredita em mim? Sei que um animal falante parece loucura, mas não é como se sua história fosse mais acreditável!"
PROPQUEST_SCENARIO_INC_001649,Hi! My name is Reodos...Oh come on! It's not like you are all that normal looking either!,"Oi! Meu nome é Reodos... Ah, qual é?! Surpreso(a)? Não é como se você parecesse normal também!"
PROPQUEST_SCENARIO_INC_001650,"A truly mysterious creature indeed… You can find it in the Erons Factories, near the Steel Knights.","Uma criatura verdadeiramente misteriosa... Você pode encontrá-lo nas Fábricas de Erons, perto dos Cavaleiros de Aço."
PROPQUEST_SCENARIO_INC_001651,Find the Mysterious Creature.,Encontre a criatura misteriosa.
PROPQUEST_SCENARIO_INC_001653,Steel Knight Night!,"""Açando"" Cavaleiros!"
PROPQUEST_SCENARIO_INC_001654,"What's that!? A reunification of the 8 heroes! You happen to be looking at one of them! I am Reodos, the mighty Ele…","Reonan, sério!? Se eu sei algo sobre os 8 Heróis?! Por acaso você está olhando para um deles! Eu sou Reodos, o mais poderoso Elemen..."
PROPQUEST_SCENARIO_INC_001655,Well… was a mighty Elementor Hero… Shade cursed me. Trapping me in this cute furry little body was apparently the only way to contain all this power! Bwahaha!,"Bem... era um poderoso Herói Elementor... na tentativa de impedir minha reencarnação, Shade me amaldiçoou. Me prender nesse corpinho fofo e peludo aparentemente era a única maneira de conter todo esse poder! Bwahaha!"
PROPQUEST_SCENARIO_INC_001656,"I will have my vengeance upon Shade, she will scorn the day she ever messed with Reodos! Now I just need to figure a cure for this curse and…","Vou me vingar de Shade, ela vai desprezar o dia em que mexeu com Reodos! Agora só preciso descobrir uma cura para essa maldição e…"
PROPQUEST_SCENARIO_INC_001657,Man! I can hardly hear my own thoughts with these stupid Steel Knights clanking around. Could you please get rid of some of them?,Cara! Eu mal posso ouvir meus próprios pensamentos com esses estúpidos cavaleiros de lata batendo ao redor. Você poderia por favor se livrar de alguns deles???
PROPQUEST_SCENARIO_INC_001658,"Awesome!! I'm trying to research into removing this curse but UGHHH those stupid Steel Knights! Kill like 20 Small Steel Knights & 10 Steel Knights. and I will be one happy unicorn, dog thing…","Legal!! Estou tentando pesquisar para remover essa maldição, mas UGHHH esses estúpidos de lata. Mate 20 Cavaleirinhos de Aço e 10 Cavaleiros de Aço. e eu serei um unicórnio feliz, ou unicachorro..."
PROPQUEST_SCENARIO_INC_001659,You can't do that for me?,Você não pode fazer isso por mim?
PROPQUEST_SCENARIO_INC_001660,Ah! Now I can collect my thoughts. What? You look at me like you've never met an Elementor before. Er… we are all a little eccentric I guess you could say.,"Ah! Agora posso organizar meus pensamentos. Que foi? Você me olha como se nunca tivesse conhecido um Elementor antes. Er… somos todos um pouco excêntricos, eu diria."
PROPQUEST_SCENARIO_INC_001661,"Yes, yes the Steel Knights! Please eradicate 20 Small Steel Knights & 10 Steel Knights!","Sim, sim, os Cavaleiros de Aço! Por favor, erradique 20 Cavaleirinhos de Aço e 10 Cavaleiros de Aço! "
PROPQUEST_SCENARIO_INC_001662,Kill 20 Small Steel Knights and 10 Steel Knights.,Mate 20 Cavaleirinhos de Aço e 10 Cavaleiros de Aço.
PROPQUEST_SCENARIO_INC_001667,Trials and Tribulations,Provações e Tribulações
PROPQUEST_SCENARIO_INC_001668,Oh! This pendant belonged to Reodos! So you found him after all? This is indeed great news!,Oh! Este pingente pertencia a Reodos! Então você o encontrou afinal?? Isso sim é uma ótima notícia!
PROPQUEST_SCENARIO_INC_001669,I'm sure we will be able to break his curse and shall all once again be reunited. It is time we began the search for the other 4 heroes.,Tenho certeza de que seremos capazes de quebrar sua maldição e todos seremos novamente reunidos. É hora de começarmos a busca pelos outros 4 heróis.
PROPQUEST_SCENARIO_INC_001670,"Before this though, it is time you continued your own personal training. It seems you are ready to accept your second job class. This will mark an important step in your path so choose wisely!","Antes disso, é hora de você continuar sua própria evolução pessoal. Parece que você está pronto para aceitar sua segunda classe. Isso marcará um passo importante em seu caminho, então escolha sabiamente!"
PROPQUEST_SCENARIO_INC_001671,"Please complete your second job quest. Once you have done this, go and meet Reodos again. Hopefully he has broken out of his curse by now.","Por favor, complete sua segunda Quest de classe. Depois de ter feito isso, vá e reencontre Reodos. Espero que ele tenha conseguido quebrar a maldição."
PROPQUEST_SCENARIO_INC_001672,Please go and meet Reodos as soon as you have finished with your quest!,"Por favor, encontre Reodos assim que terminar sua missão!"
PROPQUEST_SCENARIO_INC_001673,It is imperative that you complete your second job quest. This will mark another step in your journey to becoming a true warrior!,É imperativo que você complete sua segunda missão de classe. Isso marcará mais um passo em sua jornada para se tornar um verdadeiro guerreiro!
PROPQUEST_SCENARIO_INC_001674,Oh! I see you have completed your second job change quests!,Oh! Vejo que você completou sua missão de mudança de segunda classe!
