Key,English,Spanish
PROPQUEST_SCENARIO_INC_001574,"Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!","¿Apúrate con tu ayuda? Mientras tanto, intentaré descifrar estos registros. ¡Seguro que contienen algo que vale la pena!"
PROPQUEST_SCENARIO_INC_001575,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!,¡Agradezco tu ayuda! ¡Date prisa y derrota a 20 Wheelems Brutos y a 10 Wheelems y luego informa a Bowler!
PROPQUEST_SCENARIO_INC_001576,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!,¡¡Oh no!! ¡Debes ayudarlo! ¡Bowler no tiene ninguna posibilidad contra esos malvados Wheelems!
PROPQUEST_SCENARIO_INC_001577,"That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory.","¡Ha estado demasiado cerca! Hasta ahora los Wheelems me dejaban en paz. Pero por alguna razón, de repente se han vuelto violentos y han intentado atacarme mientras estaba cerca de su territorio."
PROPQUEST_SCENARIO_INC_001578,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!,¡Rápido! ¡Derrota a 20 Wheelems Brutos y a 10 Wheelems antes de que puedan alcanzar a Bowler!
PROPQUEST_SCENARIO_INC_001579,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.,Derrota a 20 Wheelems Brutos y a 10 Wheelems y vuelve con Bowler.
PROPQUEST_SCENARIO_INC_001581,The Moment of Truth,El Momento de la Verdad
PROPQUEST_SCENARIO_INC_001582,"The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…","El número de Wheelems ha aumentado mucho desde la última vez que recuerdo. Si no fuera por ti, me habría convertido en un Enano atropellado..."
PROPQUEST_SCENARIO_INC_001583,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?,¿¿Handel ha terminado su investigación?? ¡Oh! ¿Está descifrando el Pergamino de Guerra? ¿Puedes volver con ella rápidamente y ver si ya ha terminado?
PROPQUEST_SCENARIO_INC_001584,"Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!","Dile a Handel que le agradezco su preocupación... ¡Si necesita mi ayuda, qué no dude en pedírmela en cualquier momento!"
PROPQUEST_SCENARIO_INC_001585,"Look I know I'm great and you would love to spend time with me, but this is sort of important!","Mira, sé que soy genial y que te encantaría pasar más tiempo conmigo, ¡pero esto es algo muy importante!"
PROPQUEST_SCENARIO_INC_001586,I'm glad to see you… I have to finish decrypting the Parchment,Me alegro de verte... Tengo que terminar de descifrar el Pergamino
PROPQUEST_SCENARIO_INC_001587,Go see Handel. She should be done with decrypting the parchment.,Ve a ver a Handel. Ya debería haber terminado de descifrar el pergamino.
PROPQUEST_SCENARIO_INC_001588,Return to Handel and see if she has decrypted the Parchment.,Vuelve con Handel y comprueba si ya ha descifrado el Pergamino.
PROPQUEST_SCENARIO_INC_001590,Revelation,Revelación
PROPQUEST_SCENARIO_INC_001591,Why am I looking so distraught after analyzing the text you ask? Well… I guess the results are not what I would have wanted…,¿Que por qué tengo esta cara de preocupación después de analizar el pergamino dices? Bueno... supongo que los resultados no son los que yo hubiera querido...
PROPQUEST_SCENARIO_INC_001592,"The records indicate that despite the efforts made by the 8 heroes to expunge any trace of Shade's existence, her essence still persists throughout this world.","Los registros indican que a pesar de los esfuerzos realizados por los 8 héroes para eliminar cualquier rastro de la existencia de Shade, su esencia continúa en este mundo."
PROPQUEST_SCENARIO_INC_001593,"When the time is right, she will regain her physical form and return anew to command her masquerpet army. It is her intention to reclaim the known world as her own…","Cuando sea el momento adecuado, recuperará su forma física y regresará de nuevo para liderar su ejército de masquerpets. Su intención es reclamar el mundo como su propiedad..."
PROPQUEST_SCENARIO_INC_001594,You must go and talk to Reonan as soon as possible. We no longer have time to waste. Please find him!,Debes ir y hablar con Reonan lo antes posible. No tenemos tiempo que perder. ¡Por favor encuéntralo!
PROPQUEST_SCENARIO_INC_001595,Reonan still hasn't explained to you the exact nature of the 8 heroes has he? I feel you are ready to know the truth and the role you play in this all…,"¿Reonan no te ha explicado la identidad de los 8 héroes, verdad? Creo que estás listo para saber la verdad y el papel que juegas en todo esto…"
PROPQUEST_SCENARIO_INC_001596,I'm sorry if you feel uncertain about this all. Take some time to think it over…,Lo siento si no te sientes seguro con todo esto. Tómate tu tiempo para pensarlo bien...
PROPQUEST_SCENARIO_INC_001597,Greetings again! Ohhh…so this is what Handel has brought to light.,¡Hola de nuevo! Ohhh... así que esto es lo que Handel ha sacado a la luz.
PROPQUEST_SCENARIO_INC_001598,Please hurry back to Reonan. I'm sure he will explain everything!,"Por favor, apresúrate a volver con Reonan. ¡Seguro que te lo explicará todo!"
PROPQUEST_SCENARIO_INC_001599,Return to Reonan with the results of Handel's research.,Vuelve con Reonan y entrégale los resultados de la investigación de Handel.
PROPQUEST_SCENARIO_INC_001601,Darkon: The Mysterious Continent,Darkon: El Continente Misterioso
PROPQUEST_SCENARIO_INC_001602,"This is more urgent that I thought… I was aware of the impending return of Shade, but this soon? I'm sorry I had to hide so much from you. Here is the truth…","Esto es más urgente de lo que pensaba… Estaba al tanto del inminente regreso de Shade, pero ¿¿tan pronto?? Lamento haber tenido que ocultar tanta información. Aquí está la verdad…"
PROPQUEST_SCENARIO_INC_001603,"Handel, Hael and I share a common past. We are all reincarnations of the 8 original heroes to defeat Shade in the War of the Gods. I was the first Knight Hero...","Handel, Hael y yo compartimos un pasado en común. Los tres somos reencarnaciones de los 8 héroes originales que derrotaron a Shade en la Guerra de los Dioses. Yo fui el primer Héroe Knight..."
PROPQUEST_SCENARIO_INC_001604,"We were all appointed by Bubble as champions of our respective classes, and led the armies of mankind against Shade and her masquerpets.","Todos fuimos designados por Bubble como campeones de nuestras respectivas clases, y lideramos los ejércitos de la humanidad contra Shade y sus masquerpets."
PROPQUEST_SCENARIO_INC_001605,I feel it is due time for a reunification of the original 8 heroes... I know the other reincarnations are out there. I just hope we will be able to convince the rest of them. We don't have much time…,Ha llegado la hora de reunir a los 8 héroes originales... Sé que las otras reencarnaciones están por ahí fuera. Espero que podamos convencer al resto. No tenemos mucho tiempo…
PROPQUEST_SCENARIO_INC_001606,"It has come to my attention that several of the other heroes are currently residing in a large continent known as Darkon. For Madrigal's sake, would you be able to track them down?","Me he enterado de que varios de los otros héroes residen en el gran continente de Darkon. Por el bien de Madrigal, ¿serás capaz de localizarlos?"
PROPQUEST_SCENARIO_INC_001607,Make haste to meet the Mayor of Darkon. He sees over the main industrial town located in Darkon 2. Maybe he will have further information about the missing heroes.,Date prisa en reunirte con el Alcalde de Darken. Es la principal ciudad industrial ubicada en Darkon 2. Puede que allí obtengas más información sobre los héroes desaparecidos.
PROPQUEST_SCENARIO_INC_001608,"I know it is a lot to take in, but you are going to have to trust me on this one. We don't have any time to waste.","Sé que tienes mucho para asimilar, pero tendrás que confiar en mí. No tenemos tiempo que perder."
PROPQUEST_SCENARIO_INC_001609,"Oh! Hello young adventurer. You shouldn't sneak up on a man my age, nearly gave me a heart attack. Hahaha!!","¡Oh! Hola joven aventurero. No deberías acercarte sigilosamente a un hombre de mi edad, casi me da un infarto. ¡¡Jajaja!!"
PROPQUEST_SCENARIO_INC_001610,"You must locate the heroes of the past, so that Madrigal might have a future. Please speak with the Mayor of Darkon. I guarantee he will know something…","Debes localizar a los héroes del pasado, para que Madrigal pueda tener un futuro. Por favor, habla con el Alcalde de Darken. Te garantizo que él sabrá algo..."
PROPQUEST_SCENARIO_INC_001611,Go meet the Mayor of Darken located in Darkon 2. Maybe he will have more information on the missing heroes.,Reúnete con el Alcalde de Darken ubicado en Darkon 2. Puede que tenga más información sobre los héroes desaparecidos.
PROPQUEST_SCENARIO_INC_001613,The Problem with Leyenas,El Problema con las Leyenas
PROPQUEST_SCENARIO_INC_001614,"What's this you speak of? Heroes? Can't say I've heard anything about that… But, I believe I know a person who may have…","¿¿De qué estás hablando?? ¿Héroes? No he escuchado nada sobre eso... Pero, creo que conozco a una persona que puede saber algo..."
PROPQUEST_SCENARIO_INC_001615,Oh you want to know? Of course I will tell you… But first perhaps you could do me a favor?,"Ah, ¿quieres información? Por supuesto que te la daré… Pero primero, ¿quizás podrías hacerme un favor?"
PROPQUEST_SCENARIO_INC_001616,I am frequently in touch with the mayors of both Saint City and Flarine. I have heard of your heroic actions and request your aid. There has been a dramatic increase in Leyena populations.,Contacto con frecuencia con los alcaldes de Saint y de Flarine. He oído hablar de tus heroicos actos y por eso solicito tu ayuda. Ha habido un aumento dramático en la población de Leyenas.
PROPQUEST_SCENARIO_INC_001617,They have made it awfully hard for our workers to collect a rare ore which is a staple export here in Darken. Please defeat the Leyena and I will give you the information.,Han hecho que sea terriblemente difícil para nuestros trabajadores recolectar un mineral raro que es básico para la exportación de Darken. Por favor derrota a las Leyenas y te daré la información.
PROPQUEST_SCENARIO_INC_001618,Thank you adventurer! The Leyena can be found in Eastern Darkon. Please decrease their population by killing 20 Small Leyenas and 10 Leyenas.,¡Gracias aventurero! Las Leyenas se pueden encontrar al Este de Darkon. Disminuye su población matando a 20 Leyenas Pequeñas y a 10 Leyenas.
PROPQUEST_SCENARIO_INC_001619,"Hmm, what was it you needed again? My mind seems to be getting fuzzy... Since you are here, why not do some sightseeing?","Hmm, ¿qué era lo que necesitabas? Estoy un poco confundido... Ya que estás aquí, ¿por qué no haces un poco de turismo?"
PROPQUEST_SCENARIO_INC_001620,Hah! It is just as I have heard. You are truly a problem saver! Now to uphold my end of the bargain!,¡Ja! Eres justo lo que me habían dicho. ¡Eres un solucionador de problemas! ¡Ahora a cumplir mi parte del trato!
PROPQUEST_SCENARIO_INC_001621,Well? I'm not getting any younger! The Leyena are found in Eastern Darkon. Please get rid of at least 20 Small Leyenas and 10 Leyenas!,¿Y bien? ¡No van a desaparecer solos! Las Leyenas se encuentran al Este de Darkon. ¡Deshazte de al menos 20 Leyenas Pequeñas y 10 Leyenas!
PROPQUEST_SCENARIO_INC_001622,Kill 20 Small Leyenas and 10 Leyenas.,Derrota a 20 Leyenas Pequeñas y a 10 Leyenas.
PROPQUEST_SCENARIO_INC_001624,The Great Teacher Inisis,La Gran Maestra Inisis
PROPQUEST_SCENARIO_INC_001625,Search out the Great Teacher Inisis. She has a wealth of knowledge on many subjects and has produced many outstanding students. If anyone knows it would be her.,"Busca a la Mentora Inisis. Tiene un gran conocimiento en muchos ámbitos y ha enseñado a muchos estudiantes sobresalientes. Si alguien sabe algo, tiene que ser ella."
PROPQUEST_SCENARIO_INC_001626,Inisis can be found at the center of Darken. Please go see her! I'm sure she will be of assistance!,Puedes encontrar a Inisis en el centro de Darken. ¡Por favor ve a verla! ¡Estoy seguro de que ella será de ayuda!
PROPQUEST_SCENARIO_INC_001627,But be patient! Inisis will hardly give you the answers you seek so quickly!,¡Pero ten paciencia! ¡Inisis no te dará las respuestas que buscas tan rápido!
PROPQUEST_SCENARIO_INC_001628,Changed your mind already? Guess the task wasn't that important then.,¿Ya has cambiado de opinión? Supongo que tu misión no era tan importante entonces.
PROPQUEST_SCENARIO_INC_001629,Hmm... You are new here aren't you? Have you journeyed all this way to become one of my students?,"Hmm... Eres nuevo por aquí, ¿no? ¿Has recorrido todo este camino para convertirte en uno de mis estudiantes?"
PROPQUEST_SCENARIO_INC_001630,Go see Inisis. She is at the center of Darken.,Ve a ver a Inisis. Está en el centro de Darken.
PROPQUEST_SCENARIO_INC_001631,Go meet [Mentor] Inisis.,Encuentra a la [Mentora] Inisis.
PROPQUEST_SCENARIO_INC_001633,Corrupted Hunter,Cazador Corrupto
PROPQUEST_SCENARIO_INC_001634,"8 legendary heroes? Hmm… Maybe… I have a person in my mind… but, I can't tell you so easily. First you must do something to show you are worthy of such information.","¿8 héroes legendarios? Hmm… Tal vez… Tengo a una persona en mente… pero, no puedo decírtelo tan fácilmente. Primero debes hacer algo para demostrar que eres digno de tal información."
PROPQUEST_SCENARIO_INC_001635,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.
PROPQUEST_SCENARIO_INC_001636,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.
PROPQUEST_SCENARIO_INC_001637,"If you don't have time for this, I don't have time to give you the information you seek…","Si no tienes tiempo para esto, no tengo tiempo para darte la información que buscas…"
PROPQUEST_SCENARIO_INC_001638,hmm… Impressive. You are stronger than you look. I will give you everything you need to know now.,Mmm... Impresionante. Eres más fuerte de lo que pareces. Te diré todo lo que necesitas saber.
PROPQUEST_SCENARIO_INC_001639,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.
PROPQUEST_SCENARIO_INC_001640,Kill the Lord Trangfoma.,Kill the Lord Trangfoma.
PROPQUEST_SCENARIO_INC_001642,Peculiar Creature,Una Criatura Peculiar
PROPQUEST_SCENARIO_INC_001643,"Normally I'd be skeptical of such a claim, but I do recall coming across quite a peculiar sight…","Normalmente sería escéptica ante tal afirmación, pero recuerdo haber avistado a una criatura bastante peculiar..."
PROPQUEST_SCENARIO_INC_001644,"While out traveling, I came across a creature most bizarre not too far East of Darken City.","Mientras viajaba, me encontré con una criatura muy extraña no muy lejos al Este de Darken."
PROPQUEST_SCENARIO_INC_001645,"It looked like an animal, yet it seemed to be talking. It seems quite peculiar and might warrant an investigation. I'm not sure if this will actually help you or not…","Se asemejaba a un animal, pero parecía estar hablando. Es un tema bastante peculiar y merece una investigación. No estoy segura de si esto te va ayudar o no..."
PROPQUEST_SCENARIO_INC_001646,Please go investigate the nature of this matter. Maybe this creature might know something as well?,"Por favor, ves a investigar este asunto. Quizás esa criatura también sepa algo."
PROPQUEST_SCENARIO_INC_001647,"I saw the creature near the Steel Knights, which reside in the Erons Factories. Go look for it there!","Vi a la criatura cerca de los Steel Knights, que residen en las Fábricas de Erons. ¡Ves a buscarlo por allí!"
PROPQUEST_SCENARIO_INC_001648,What? You don't believe me? Not like your story is any more believable!,¿Qué? ¿No me crees? ¡Cómo si tu historia fuera más creíble!
PROPQUEST_SCENARIO_INC_001649,Hi! My name is Reodos...Oh come on! It's not like you are all that normal looking either!,"¡Hola! Mi nombre es Reodos... ¡Oh, venga ya! ¡Tampoco es que tengas un aspecto muy normal!"
PROPQUEST_SCENARIO_INC_001650,"A truly mysterious creature indeed… You can find it in the Erons Factories, near the Steel Knights.","Una criatura realmente misteriosa de hecho... Puedes encontrarla en las Fábricas de Erons, cerca de los Steel Knights."
PROPQUEST_SCENARIO_INC_001651,Find the Mysterious Creature.,Encuentra a la Criatura Misteriosa.
PROPQUEST_SCENARIO_INC_001653,Steel Knight Night!,¡Noche de Steel Knights!
PROPQUEST_SCENARIO_INC_001654,"What's that!? A reunification of the 8 heroes! You happen to be looking at one of them! I am Reodos, the mighty Ele…","¿¡Qué dices!? ¡Una reunificación de los 8 héroes! ¡Estas delante de uno de ellos! Soy Reodos, el poderoso Ele..."
PROPQUEST_SCENARIO_INC_001655,Well… was a mighty Elementor Hero… Shade cursed me. Trapping me in this cute furry little body was apparently the only way to contain all this power! Bwahaha!,Bueno... era el Héroe Elementor... Shade me maldijo. ¡Atraparme en este lindo y pequeño cuerpo peludo era la única forma de contener todo mi poder! ¡Buajaja!
PROPQUEST_SCENARIO_INC_001656,"I will have my vengeance upon Shade, she will scorn the day she ever messed with Reodos! Now I just need to figure a cure for this curse and…","¡Me vengaré de Shade, se arrepentirá del día en que se metió con Reodos! Ahora solo necesito encontrar una cura para esta maldición y..."
PROPQUEST_SCENARIO_INC_001657,Man! I can hardly hear my own thoughts with these stupid Steel Knights clanking around. Could you please get rid of some of them?,¡Ahhhh! No puedo escuchar ni mis propios pensamientos con esos estúpidos Caballeros de Acero dando vueltas. ¿¿¿Podrías deshacerte de ellos???
PROPQUEST_SCENARIO_INC_001658,"Awesome!! I'm trying to research into removing this curse but UGHHH those stupid Steel Knights! Kill like 20 Small Steel Knights & 10 Steel Knights. and I will be one happy unicorn, dog thing…","¡¡Increíble!! Estoy investigando para ver como puedo eliminar esta maldición, ¡pero UGHHH esos estúpidos Steel Knights! Derrota a 20 Steel Knights Pequeños y a 10 Steel Knights. Así seré un unicornio, y especie de perro feliz..."
PROPQUEST_SCENARIO_INC_001659,You can't do that for me?,¿No puedes hacer eso por mí?
PROPQUEST_SCENARIO_INC_001660,Ah! Now I can collect my thoughts. What? You look at me like you've never met an Elementor before. Er… we are all a little eccentric I guess you could say.,"¡Ay! Ahora puedo ordenar mis pensamientos. ¿Qué? Me miras como si nunca antes hubieras conocido a un Elementor. Emm... todos somos un poco excéntricos, supongo que se podría decir."
PROPQUEST_SCENARIO_INC_001661,"Yes, yes the Steel Knights! Please eradicate 20 Small Steel Knights & 10 Steel Knights!","¡Sí, sí los Steel Knights! ¡Por favor acaba con 20 Steel Knights Pequeños y 10 Steel Knights!"
PROPQUEST_SCENARIO_INC_001662,Kill 20 Small Steel Knights and 10 Steel Knights.,Derrota a 20 Steel Knights Pequeños y a 10 Steel Knights.
PROPQUEST_SCENARIO_INC_001667,Trials and Tribulations,Pruebas y Tribulaciones
PROPQUEST_SCENARIO_INC_001668,Oh! This pendant belonged to Reodos! So you found him after all? This is indeed great news!,¡Oh! ¡Este colgante pertenecía a Reodos! ¿¿Así que lo encontraste después de todo?? ¡Esta sí que es una gran noticia!
PROPQUEST_SCENARIO_INC_001669,I'm sure we will be able to break his curse and shall all once again be reunited. It is time we began the search for the other 4 heroes.,Estoy seguro de que podremos romper su maldición y todos nos reuniremos de nuevo. Es hora de que comencemos la búsqueda de los otros 4 héroes.
PROPQUEST_SCENARIO_INC_001670,"Before this though, it is time you continued your own personal training. It seems you are ready to accept your second job class. This will mark an important step in your path so choose wisely!","Pero, antes de eso, tienes que continuar con tu propio entrenamiento personal. Ya estás listo para pasar a la segunda clase. Esto marcará un paso importante en tu camino, ¡así que elige sabiamente!"
PROPQUEST_SCENARIO_INC_001671,"Please complete your second job quest. Once you have done this, go and meet Reodos again. Hopefully he has broken out of his curse by now.","Por favor completa tu cambio a segunda clase. Una vez que lo hayas conseguido, reúnete con Reodos de nuevo. Esperemos que para entonces ya haya escapado de su maldición."
PROPQUEST_SCENARIO_INC_001672,Please go and meet Reodos as soon as you have finished with your quest!,¡Reúnete con Reodos tan pronto como cambies a la segunda clase!
PROPQUEST_SCENARIO_INC_001673,It is imperative that you complete your second job quest. This will mark another step in your journey to becoming a true warrior!,Es imperativo que completes tu cambio a la segunda clase. ¡Esto marcará otro paso en tu viaje para convertirte en un verdadero guerrero!
PROPQUEST_SCENARIO_INC_001674,Oh! I see you have completed your second job change quests!,¡Oh! ¡Veo que has completado las misiones de cambio a la segunda clase!
PROPQUEST_SCENARIO_INC_001675,Best of luck in the completion of the trials that lay before you!,¡La mejor de las suertes en las pruebas que se te presentan!
PROPQUEST_SCENARIO_INC_001676,Complete the 2nd job transfer then meet with Reodos.,Completa el cambio a 2da Clase y luego reúnete con Reodos.
PROPQUEST_SCENARIO_INC_001678,The Insightful Store Owner,El Dueño de la Tienda Perspicaz
PROPQUEST_SCENARIO_INC_001679,"Oh yeah! Hah, about that… for some reason my concoction didn't seem to break the curse. Could just be a delayed effect! Heh, wishful thinking, right?","¡Ah sí! Ja, sobre eso… por alguna razón mi brebaje no parece romper la maldición. ¡Puede que tenga un efecto retardado! Je, que iluso, ¿no?"
PROPQUEST_SCENARIO_INC_001680,Anyway! You came at just the right time! I've heard that a man named Achaben has reported seeing who I believe to be one of the 8 missing heroes. Will you go talk with him?,¡Tema aparte! ¡Llegas en el momento justo! He escuchado que un hombre llamado Achaben dice haber visto a quien creo que es uno de los 8 héroes desaparecidos. ¿¿Vas a hablar con él??
PROPQUEST_SCENARIO_INC_001681,Achaben is the owner of the General Shop in Darken. Please go meet with him and see what he has to say!,"Achaben es el dueño de la Tienda General de Darken. ¡Por favor, reúnete con él y escucha lo que tiene que decir!"
PROPQUEST_SCENARIO_INC_001682,Still 4 more heroes to find! Lets not just call it quits now!,¡Aún quedan 4 héroes por encontrar! ¡No lo podemos dejar ahora!
PROPQUEST_SCENARIO_INC_001683,Greetings there! What is it I can do for you?,¡Saludos! ¿Qué es lo que puedo hacer por ti?
PROPQUEST_SCENARIO_INC_001684,Achaben is the owner of Common General Shop in Darken. Go see him. I will just lay low till then!,Achaben es el propietario de la Tienda General en Darken. Ve a verlo. ¡Me quedaré esperando hasta entonces!
PROPQUEST_SCENARIO_INC_001685,Meet Achaben.,Reúnete con Achaben.
PROPQUEST_SCENARIO_INC_001688,Oh! Interested in the stories of this so called super hero I see? Can't say I know a whole lot about him.,¡Oh! ¿Estás interesado en las historias de ese supuesto superhéroe que vi? No puedo decir que sepa mucho sobre él.
PROPQUEST_SCENARIO_INC_001689,"There was someone who had more insight into this mysterious man. Oh, what was his name now! Oh I've just got so much on my mind right now its hard to think about anything!","Hay alguien que tiene más información sobre ese hombre misterioso. ¡Ah, cómo se llamaba! ¡Oh, tengo tantas cosas en mi cabeza ahora mismo que me es difícil pensar en algo!"
PROPQUEST_SCENARIO_INC_001690,You want to know what the problem is? I had an important package to deliver but I can't for the life of me remember what I did with it…,"¿Quieres saber cuál es el problema? Que tenía un paquete importante para entregar, pero no recuerdo lo que hice con él..."
PROPQUEST_SCENARIO_INC_001691,The package contained special drills acquired from the Drillers in Darkon. Some of the sturdiest around!! If you could acquire some of these drills for me it would surely help a lot!,"El paquete contenía unos taladros especiales conseguidos de los Drillers en Darkon. ¡Son de los más resistentes! ¡Si pudieras conseguir unos cuantos taladros para mí, sería de gran ayuda!"
PROPQUEST_SCENARIO_INC_001692,Oh! You will get the drills for me!! You are really great! Drillers can be found Southwest of the Gouthan Mountains. Acquire 10 drills and bring them to Remine the weapon smith.,"¡Oh! ¡Conseguirás los taladros para mí! ¡Eres genial! Los Drillers se pueden encontrar al Suroeste de las Montañas Gouthan. Consigue 10 Taladros y llévaselos a Remine, la herrera de armas."
PROPQUEST_SCENARIO_INC_001693,Oh no... I'm in trouble now. Who will ever want the business of such a forgetful store owner!,Oh no... Estoy en un problema. ¡Quién va a querer negociar con un dueño tan olvidadizo!
PROPQUEST_SCENARIO_INC_001694,Achaben sent you here I see! Are these the Hard Drills I ordered?,"¡Achaben te ha enviado aquí, por lo que veo! ¿Estos son los Taladros Duros que he pedido?"
PROPQUEST_SCENARIO_INC_001695,Thank you again! Please make haste and acquire the 10 Hard Drills and take them to Remine the Darken weapon smith.,"¡Gracias de nuevo! Date prisa y consigue los 10 Taladros Duros y llévaselos a Remine, de la Tienda de Armas de Darken."
PROPQUEST_SCENARIO_INC_001696,Acquire 10 Hard Drill from the Drillers in Darkon and bring them to Remine,Consigue 10 Taladros Duros de los Drillers de Darkon y llévaselos a Remine.
PROPQUEST_SCENARIO_INC_001698,Customer Satisfaction,Satisfacción del Cliente
PROPQUEST_SCENARIO_INC_001699,Just in time! Now I can finally finish my work. Will you tell Achaben thanks for me!,¡Justo a tiempo! Por fin puedo terminar mi trabajo. ¡Dale las gracias a Achaben de mi parte!
PROPQUEST_SCENARIO_INC_001700,Tell Achaben I will be doing all my ordering from him in the future!,¡Dile a Achaben que de ahora en adelante le haré todos los pedidos a él!
PROPQUEST_SCENARIO_INC_001701,Oh? You think I should go tell him myself?,¿Oh? ¿Crees que debería ir a decírselo yo?
PROPQUEST_SCENARIO_INC_001702,"Did you deliver the package to Remine? *phew* Oh, Thank you. You saved me.",¿Le has entregado el paquete a Remine? *uf* Gracias. Me has salvado.
PROPQUEST_SCENARIO_INC_001703,Did you deliver my greetings to Achaben?,¿Le has dado mis saludos a Achaben?
PROPQUEST_SCENARIO_INC_001704,Meet with Achaben.,Reúnete con Achaben.
PROPQUEST_SCENARIO_INC_001706,In the Shadow of the Mountains,A la Sombra de las Montañas
PROPQUEST_SCENARIO_INC_001707,"While you were delivering the package, I looked further into this hero that you were inquiring about. A friend of mine, Est, seems to have more information on him.","Mientras entregabas el paquete, he investigado a fondo sobre ese héroe por el que me preguntabas. Un amigo mío, Est, parece tener más información sobre él."
PROPQUEST_SCENARIO_INC_001708,"Est is conducting research in the Gouthan Mountains, but is currently besieged by monsters. If you were to help him, he will tell you what you need.","Est está realizando una investigación en las Montañas Gouthan, pero está rodeado de monstruos. Si vas a ayudarlo, te dirá lo que necesitas."
PROPQUEST_SCENARIO_INC_001709,Please head to the Gouthan Mountains in Northern Darkon and defeat 10 Small Volt and 10 Captain Driller. Then meet with Est.,Dirígete a las Montañas Gouthan del Norte de Darkon y derrota a 10 Volts Pequeños y a 10 Drillers Capitanes. Después reúnete con Est.
PROPQUEST_SCENARIO_INC_001710,"Oh well, understandable. I'm not much of a fighter myself.","Oh bueno, es comprensible. Yo tampoco soy muy luchador."
PROPQUEST_SCENARIO_INC_001711,"What!? The Volts and Drillers just suddenly disappeared! Oh, were you responsible for this?","¿¡Qué!? ¡Los Volts y los Drillers han desaparecido de repente! Oh, ¿tú eres el responsable?"
PROPQUEST_SCENARIO_INC_001712,"Please hurry to the Gouthan Mountains! I'm worried that if we don't act soon, something bad might happen to Est!","¡Date prisa en ir a las Montañas Gouthan! ¡Me preocupa que si no actuamos pronto, le pueda pasar algo malo a Est!"
PROPQUEST_SCENARIO_INC_001713,"Kill 10 Small Volt and 15 Captain Driller, then meet with Est","Mata a 10 Small Volt y a 15 Captain Driller, luego reúnete con Est"
PROPQUEST_SCENARIO_INC_001715,The Jester Hero!,¡El Héroe Jester!
PROPQUEST_SCENARIO_INC_001716,"I was trapped by the monsters while researching and hid behind these rocks here. Ahh, so you are searching for the super hero?","Los monstruos me rodearon mientras investigaba y me escondí detrás de estas rocas. Ahh, ¿¿así que estás buscando al superhéroe??"
PROPQUEST_SCENARIO_INC_001717,I briefly came across him earlier while high up in the Gouthan Mountains. He was in a hurry to save a young boy trapped in Eastern Darkon. Maybe you could head there?,Me lo encontré cuando estaba en lo alto de las Montañas Gouthan. Tenía prisa por salvar a un niño atrapado al Este de Darkon. ¿Tal vez podrías dirigirte allí?
PROPQUEST_SCENARIO_INC_001718,So you are going there? You are quite brave! This mysterious hero has to be somewhere near where the boy is in Eastern Darkon,¿Vas a ir allí? ¡Eres bastante valiente! Ese héroe misterioso tiene que estar cerca del niño al Este de Darkon.
PROPQUEST_SCENARIO_INC_001719,Don't blame you. I prefer to stay out of trouble like that myself anyway!,No te culpes. ¡Yo también prefiero no meterme en problemas como ese!
PROPQUEST_SCENARIO_INC_001720,"Hush! Be very quiet! I, Zoro the Magnificent!.....am in the middle of a very important mission!","¡Cállate! ¡Estate muy callado! ¡Yo, Zoro el Magnífico!... ¡Estoy en medio de una misión muy importante!"
PROPQUEST_SCENARIO_INC_001721,Look around the prison in which the boy is locked in East Darkon. I'm sure the hero will be there.,Mira alrededor de la prisión en la que está encerrado el niño al Este de Darkon. Estoy seguro de que el héroe estará allí.
PROPQUEST_SCENARIO_INC_001722,Find Zoro.,Encuentra a Zoro.
PROPQUEST_SCENARIO_INC_001724,Key to the Prison,Llave de la Prisión
PROPQUEST_SCENARIO_INC_001725,I apologize but I have no time to talk. I have to figure a way to rescue that boy and I'm afraid the at time is limited.,Lo siento pero no tengo tiempo para hablar. Tengo que encontrar una manera de rescatar a ese chico y me temo que el tiempo se acaba.
