Key,English,French
PROPSKILL_TXT_000298,Burningfield,Mer de flammes
PROPSKILL_TXT_000299,Does damage to the enemy over a period of time,"Englouti une zone sous une mer de flammes, infligeant des dégâts périodiques aux ennemis s'y trouvant."
PROPSKILL_TXT_000300,Poison,Piqûre de poison
PROPSKILL_TXT_000301,Damages an enemy over a period of time and reduces their ability to heal.,"Applique un poison à l'ennemi, infligeant des dégâts en continu et réduisant ses capacités de soins."
PROPSKILL_TXT_000302,Stun,Étourdissement
PROPSKILL_TXT_000303,You are stunned and cannot move.,Vous êtes étourdi et ne pouvez bouger.
PROPSKILL_TXT_000304,Bleeding,Saigner à blanc
PROPSKILL_TXT_000305,Damages an enemy over a period of time and reduces their attack speed.,"Fait saigner un ennemi, infligeant des dégâts en continu et réduisant sa vitesse d'attaque."
PROPSKILL_TXT_000306,Steal HP,Siphon de vie
PROPSKILL_TXT_000307,Drains life from an enemy.,Aspire les PV de l'ennemi.
PROPSKILL_TXT_000308,Swordcross,Crucifix
PROPSKILL_TXT_000310,Poison Sting,Piqûre de poison
PROPSKILL_TXT_000313,Damages an enemy over a period of time.,"Fait saigner pendant un certain temps, infligeant des dégâts en continu."
PROPSKILL_TXT_000314,Chill of Death,Froid Mortel
PROPSKILL_TXT_000315,Decreases attack speed and increases the casting time.,Diminue la vitesse d'attaque et augmente le temps de rechargement des compétences.
PROPSKILL_TXT_000319,You fainted.,Vous vous êtes évanoui.
PROPSKILL_TXT_000320,Krrr's Poison,Poison de Krrr
PROPSKILL_TXT_000324,Berserker Mushroom,Folie du champignon magique
PROPSKILL_TXT_000325,Increases striking power and attack speed.,Transporte dans un état euphorique qui augmente la puissance et la vitesse d’attaque.
PROPSKILL_TXT_000326,Protective Tree Bark,Armure d'écorce
PROPSKILL_TXT_000327,Increases defense by wrapping the body in tree bark.,Diminue les dégâts reçus en enveloppant le corps de votre personnage dans l'écorce des arbres.
PROPSKILL_TXT_000328,Buff Break,Buff breaker
PROPSKILL_TXT_000330,Buff Break X,Buff breaker X
PROPSKILL_TXT_000350,Burn,Immolation
PROPSKILL_TXT_000351,Damages the target continuously over time.,Inflige de gros dégâts de feu au cours du temps.
PROPSKILL_TXT_000380,Shield Bash,Coup de Bouclier
PROPSKILL_TXT_000381,Attacks the target with a shield. This attack has a chance to stun your enemy. Requires a shield.,"Frappe la cible avec le bouclier, pouvant l'étourdir pour quelques instants. Requiert un bouclier."
PROPSKILL_TXT_000378,Grand Rage,Châtiment divin
PROPSKILL_TXT_000379,Strong One-Handed attack that converts 5% of the damage you deal into FP stolen from the enemy.,Attaque lourde à une main qui convertit 5% des dégâts infligés en PF volés à l'ennemi.
PROPSKILL_TXT_000384,Heart of Fury,Furie Vengeresse
PROPSKILL_TXT_000385,Increases fighting cababilities at the cost of 1% of your maximum FP each strike. Damage will increase by 10% of your maximum FP. Requires a one-handed weapon.,Augmente les Coups Critiques et les dégâts d'attaque automatique mais coûte 1% de vos PF max par coup. Les dégâts sont augmentés de 10% de vos PF max. Requiert une arme à une main.
PROPSKILL_TXT_100000,Moon Beam,Rayon Lunaire
PROPSKILL_TXT_100001,Calls upon the moon to weaken the target. All damage done to the target while this de-buff is active is increased.,En appelle à la lune pour affaiblir la cible. Tous les dégâts infligés à la cible sont augmentés pendant la durée de ce sort.
PROPSKILL_TXT_100002,Shade's Support,Appui de Shade
PROPSKILL_TXT_100003,Protects the monster from stun and rooting de-buffs.,Protège un monstre des sorts d'étourdissement et d'immobilisation.
PROPSKILL_TXT_100004,Shade's Boost,Soutien de Shade
PROPSKILL_TXT_100005,Increases the monster's speed.,Augmente la vitesse du monstre.
PROPSKILL_TXT_100006,Dragon's Grace,Grâce du Dragon
PROPSKILL_TXT_100007,The Dragon's grace awakens your attack power.,La grâce du Dragon éveille votre puissance d'attaque.
PROPSKILL_TXT_100008,Lion's Grace,Grâce du Lion
PROPSKILL_TXT_100009,The Lion's grace awakens your health.,La grâce du Lion éveille votre vitalité.
PROPSKILL_TXT_100010,Tiger's Grace,Grâce du Tigre
PROPSKILL_TXT_100011,The Tiger's grace awakens your critical damage.,La grâce du Tigre éveille les dégâts de vos coups critiques.
PROPSKILL_TXT_100012,Fox's Grace,Grâce du Renard
PROPSKILL_TXT_100013,The Fox's grace awakens your skill damage and casting speed.,La grâce du Renard éveille vos dégâts de compétences et votre vitesse d'incantation.
PROPSKILL_TXT_100014,Rabbit's Grace,Grâce du Lapin
PROPSKILL_TXT_100015,The Rabbit's grace awakens your speed.,La grâce du Lapin éveille votre vitesse.
PROPSKILL_TXT_100016,Griffin's Grace,Grâce du Gryphon
PROPSKILL_TXT_100017,The Griffin's grace awakens your incoming damage negation.,La grâce du Gryphon éveille votre absorption des dégâts.
PROPSKILL_TXT_100018,Unicorn's Grace,Grâce de la Licorne
PROPSKILL_TXT_100019,The Unicorn's grace awakens your block rate.,La grâce de la Licorne éveille votre taux de blocage.
PROPSKILL_TXT_100020,Angel's Grace,Grâce de l'Ange
PROPSKILL_TXT_100021,The Angel's grace awakens your critical damage.,La grâce de l'Ange éveille les dégâts de vos coups critiques.
PROPSKILL_TXT_100022,King Crab's Grace,Grâce du Roi Crabe
PROPSKILL_TXT_100023,The King Crab's grace awakes your block penetration.,La grâce du Roi Crabe éveille votre pénétration de blocage.
PROPSKILL_TXT_100024,Call of Fury,Appel de Fureur
PROPSKILL_TXT_100025,A loud call that disrupts the target and forces them and nearby enemies to target you.,"Un appel fort qui dérange la cible et la force, ainsi que les ennemis proches, à vous attaquer."
PROPSKILL_TXT_100026,Heart of Sacrifice,Cœur du Sacrifice
PROPSKILL_TXT_100027,Redirect damage taken from a target player to yourself.,Redirige vers vous les dégâts reçus par un joueur ciblé.
PROPSKILL_TXT_000392,Rending Entry,Entrée Fracassante
PROPSKILL_TXT_000393,"Teleport to your cursor click position, dealing damage to nearby enemies. Chance to slow the enemy. If an enemy dies to this attack, Rending Entry's cooldown is reset.","Vous téléporte à la position de votre curseur, et inflige des dégâts aux ennemis alentour avec une chance de les ralentir. Si un ennemi meurt par l'effet de cette compétence, elle se recharge immédiatement."
PROPSKILL_TXT_000394,Barrier of Life,Bouclier de Vie
PROPSKILL_TXT_000395,The target will block the next incoming hit no matter what.,"La cible bloquera le prochain coup reçu, quel qu'il soit."
PROPSKILL_TXT_000430,Gravity Well,Puits Gravitationnel
PROPSKILL_TXT_000431,Creates a gravity well at your cursor position that considerably slows enemies in the area.,"Crée un puits gravitationnel à la position de votre curseur, qui ralentit considérablement les ennemis aux alentours."
PROPSKILL_TXT_000440,Eye of the Storm,Œil du Cyclone
PROPSKILL_TXT_000441,"Summon a tornado around yourself, pushing back nearby enemies and creating a barrier which blocks people from reaching you.","Invoque une tornade autour de vous, repoussant les ennemis proches et créant un bouclier qui empêche les gens de vous atteindre."
PROPSKILL_TXT_000424,Sury's Tenacity,Ténacité de Sury
PROPSKILL_TXT_000425,"Become immune to crowd control at the cost of losing your ability to cast skills, and increased incoming healing.","Vous rend insensible aux effets négatifs et augmente vos soins reçus, mais vous empêche d'utiliser des compétences."
PROPSKILL_TXT_000400,Jester's Blast,Déflagration du Jester
PROPSKILL_TXT_000401,"Plant a time bomb on the target, exploding after a few seconds and dealing damage to nearby enemies. If Jester's Blast is recasted on the same target, it will prompt an early detonation for reduced damage and range.","Plant a time bomb on the target, exploding after a few seconds and dealing damage to nearby enemies. If Jester's Blast is recasted on the same target, it will prompt an early detonation for reduced damage and range."
PROPSKILL_TXT_000402,Boomburst,Explosion de Bombes
PROPSKILL_TXT_000403,Long range shot that sends a shockwave in an area around the target. This attack knocks enemies around the affected target down.,Un coup à distance qui envoie une onde de choc dans une zone autour de la cible. Cette attaque assomme les ennemis autour de la cible.
PROPSKILL_TXT_000404,Raon's Fire,Feu de Raon
PROPSKILL_TXT_000405,Reduces fire resistance by 20%.,Réduit la résistance au feu de 20%.
PROPSKILL_TXT_000406,Herness' Water,Eau d'Herness
PROPSKILL_TXT_000407,Reduces water resistance by 20%.,Réduit la résistance à l'eau de 20%.
PROPSKILL_TXT_000408,Ishirut's Spark,Étincelle d'Ishirut
PROPSKILL_TXT_000409,Reduces electric resistance by 20%.,Réduit la résistance à l'électricité de 20%.
PROPSKILL_TXT_000410,Shelid's Earth,Terre de Shelid
PROPSKILL_TXT_000411,Reduces earth resistance by 20%.,Réduit la résistance à la terre de 20%.
PROPSKILL_TXT_000412,Ipuli's Breath,Souffle d'Ipuli
PROPSKILL_TXT_000413,Reduces wind resistance by 20%.,Réduit la résistance au vent de 20%.
PROPSKILL_TXT_100028,Lifesteal,Vol de Vie
PROPSKILL_TXT_100029,Mysterious Energy,Énergie Mystérieuse
PROPSKILL_TXT_100030,A mysterious magic energy is preventing you from moving.,Une énergie magique mystérieuse vous empêchant de vous déplacer.
PROPSKILL_TXT_100031,Bolstered,Renforcé
PROPSKILL_TXT_100032,Your defenses are enhanced.,Vos défenses sont améliorées.
PROPSKILL_TXT_100033,Explode,Explosion
PROPSKILL_TXT_100034,Curse of the Drowned Rangda,Malédiction de Rangda la Noyée
PROPSKILL_TXT_100035,"Monsters have increased attack, and increased incoming damage.",L'attaque des monstres et les dégâts reçus sont augmentés.
PROPSKILL_TXT_100036,Shade's Cruel Bargain,Marché Cruel de Shade
PROPSKILL_TXT_100037,"All monsters explode on death, but have more drop rate.","Tous les monstres explosent en mourant, mais leur butin est augmenté."
PROPSKILL_TXT_100038,Iblis Touched,Toucher d'Ivillis
PROPSKILL_TXT_100039,"Monsters reflect damage, but have more drop rate.","Les monstres renvoient les dégâts, mais ont un butin augmenté."
PROPSKILL_TXT_100040,Rhisis' Assistance,Assistance de Rhisis
PROPSKILL_TXT_100041,"Monsters regenerate a percentage of their health per second, but give more experience.","Les monstres régénèrent un pourcentage de leur PV chaque seconde, mais donnent plus d'expérience."
PROPSKILL_TXT_100042,"Monsters have increased speed, but increased damage taken.",Les monstres se déplacent plus rapidement mais subissent plus de dégâts.
PROPSKILL_TXT_100043,Dagger from Within,Poignard Intérieur
PROPSKILL_TXT_100044,"Monsters have more critical chance, but give more experience.","Les monstres ont un taux de critique augmenté, mais donnent plus d'expérience."
PROPSKILL_TXT_100045,Phantom Pain,Douleur Fantôme
PROPSKILL_TXT_100046,"Monsters have a chance to strike twice, but have more drop rate.","Les monstres ont une chance de frapper deux fois, mais ont un butin augmenté."
PROPSKILL_TXT_100047,Drain of Iblis,Drain d'Ivillis
PROPSKILL_TXT_100048,"Monsters have lifesteal, but increased incoming damage. ","Les monstres peuvent voler des PV, mais reçoivent plus de dégâts."
PROPSKILL_TXT_100049,Shade's Adrenaline,Adrénaline de Shade
PROPSKILL_TXT_100050,"Monsters attack faster, but have more drop rate. ","Les monstres attaquent plus rapidement, mais ont un butin augmenté."
PROPSKILL_TXT_100051,Life Linked,Lien de Vie
PROPSKILL_TXT_100052,This entity will not die until the target life link is below a certain HP threshold.,Cette entité ne peut pas mourir tant que la cible à laquelle elle est liée est au-dessus d'un certain seuil de PV.
PROPSKILL_TXT_100053,Kraken's Revenge,Revanche du Kraken
PROPSKILL_TXT_100054,Rapidly recovering health as a consequence of rage.,Effet de rage : Régénération rapide de PV.
PROPSKILL_TXT_100055,Ice Patch,Plaque de Glace
PROPSKILL_TXT_100056,Slowed by an ice patch.,Ralenti par une plaque de glace.
PROPSKILL_TXT_100057,Chill of the Ghostly Emperor,Frisson de l'Empereur Fantôme
PROPSKILL_TXT_100058,Dungeon is covered in patches of ice that slow down. More drop rate.,Ce donjon est recouvert de plaque de glaces qui vous ralentissent. Le taux de butin est augmenté.
PROPSKILL_TXT_100059,Webbed,Entoilé
PROPSKILL_TXT_100060,A sticky web slows your movement.,Une toile d'araignée collante vous ralentit.
PROPSKILL_TXT_100061,Battered,Malmené
PROPSKILL_TXT_100062,A brutal strike has shattered your defenses. You take more damage than usual.,Une frappe brutale a brisé vos défenses. Vous subissez plus de dégâts que d'habitude.
PROPSKILL_TXT_100063,Poisoned,Empoisonné
PROPSKILL_TXT_100064,Reduced the amount of healing received.,Réduit les soins reçus.
PROPSKILL_TXT_100065,Misty Touch,Touche de Brume
PROPSKILL_TXT_100066,Reduces the chance to hit.,Réduit vos chances de toucher.
PROPSKILL_TXT_100067,Hardened Carapace,Carapace Durcie
PROPSKILL_TXT_100068,"The enemy has predicted your movements, and is resistant to your attacks.",L'ennemi a anticipé vos mouvements et résiste à vos attaques.
PROPSKILL_TXT_100069,Mind Shatter,Esprit Éclaté
PROPSKILL_TXT_100070,All concentration has halted. Your ability to rouse magic has been reduced.,Toute concentration est interrompue. Votre capacité à utiliser la magie a été réduite.
PROPSKILL_TXT_100071,Undying,Immortalité
PROPSKILL_TXT_100072,There is an entity life linked to this one.,Une entité est liée à celle-ci par un lien de vie.
PROPSKILL_TXT_100073,Reflective Shell,Coquille Réflective
PROPSKILL_TXT_100074,A portion of the damage dealt to this monster is reflected back to you.,Une partie des dégâts infligés à ce monstre vous sont renvoyés.
PROPSKILL_TXT_100075,Siren's Call,Appel des Sirènes
PROPSKILL_TXT_100076,The Siren draws you closer. Your pain is her pain.,La Sirène vous attire. Votre douleur est sa douleur.
PROPSKILL_TXT_100077,Double Vision,Vision Double
PROPSKILL_TXT_100078,You're seeing double. And feeling double..,Vous voyez double. Et vous vous sentez double...
PROPSKILL_TXT_100079,Pack Tactics,Tactique de la Meute
PROPSKILL_TXT_100080,This monster stays loyal to the pack.,Ce monstre reste fidèle à la meute.
PROPSKILL_TXT_100081,A well of gravity considerably slows and damages you.,Un puits gravitationnel vous ralentit considérablement et vous inflige des dégâts.
PROPSKILL_TXT_100082,"This monster steals your life force, but takes 5% more damage.","Ce monstre vole votre force vitale, mais subit 5% de dégâts supplémentaires."
PROPSKILL_TXT_100083,Curse of the Demon Lord,Malédiction du Seigneur des Démons
PROPSKILL_TXT_100084,The Demon Lord has cursed you with an overwhelming feeling of exhaustion.,Le Seigneur des Démons vous a maudit d'un sentiment de fatigue écrasant.
PROPSKILL_TXT_100085,Feeling Generous,Générosité
PROPSKILL_TXT_100086,This monster is feeling generous and will have an increased Drop & Exp bonus of 10%.,Ce monstre est d'humeur généreuse et bénéficie d'un bonus de butin et d'Exp de 10%.
PROPSKILL_TXT_100087,Shade's Swiftness,Rapidité de Shade
PROPSKILL_TXT_100088,"Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster.","Shade est un puissant dieu de la peur et de la rage, et il accorde cet avantage aux joueurs en les imprégnant d'une bourrasque de vent qui améliore leurs réflexes et leur permet de se déplacer plus rapidement."
PROPSKILL_TXT_100089,Iblis' Fortitude,Force d'Ivilis
PROPSKILL_TXT_100090,"Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage.","Iblis est un dieu vénéré de l'apathie et de la neutralité, et il accorde ce buff aux joueurs en leur insufflant une bouffée d'énergie vitale qui augmente leur santé maximale et leur permet d'encaisser plus de dégâts."
PROPSKILL_TXT_100091,Bubble's Bulwark,Rempart de Bubble
PROPSKILL_TXT_100092,"Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks.","Bubble est un dieu légendaire de la joie et de la pureté, et il accorde cet avantage aux joueurs en créant un puissant bouclier qui fournit une couche supplémentaire de défense contre les attaques ennemies."
PROPSKILL_TXT_100093,Guild's Enhancement,Améliorations de Guilde
PROPSKILL_TXT_100094,Donate G-Tokens to your guild and upgrade this enhancement's level!,Faites don de Token-G à votre Guilde pour améliorer le niveau d'enchantement !
PROPSKILL_TXT_100095,Spiritual Overcharge Chance,Chance de Surcharge Spirituelle
PROPSKILL_TXT_100096,Healing Grace Chance,Chance de Grâce de Soin
PROPSKILL_TXT_100097,Prankster's Escape Chance,Chance d'Evasion du Farceur
PROPSKILL_TXT_100098,Last Stand Chance,Chance du Dernier Recours
PROPSKILL_TXT_100099,Aura Burst Chance,Chance d'Eclatement d'Aura
PROPSKILL_TXT_100100,Supercharged,Superchargé
PROPSKILL_TXT_100101,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.
PROPSKILL_TXT_100102,Static,Statique
PROPSKILL_TXT_100103,Sparks of power drain your strength. Run away to prevent it from spreading!,Des étincelles de puissance drainent vos forces. Fuyez pour éviter qu'elles ne se propagent !
PROPSKILL_TXT_100104,Tethered,Lié
PROPSKILL_TXT_100105,You are bound! Make some distance to break the tether!,Vous êtes lié ! Prenez de la distance pour brisé le lien.
PROPSKILL_TXT_100106,Slowed,Ralenti
PROPSKILL_TXT_100107,Waterbomb Chance,Chance de Bombe à Eau
PROPSKILL_TXT_100108,Jungle Fever,Fièvre de la Jungle
PROPSKILL_TXT_100109,Disease spreads through your body. Hopefully the fever breaks.,Un maladie se propage dans votre corps. En espérant que la fièvre cesse.
PROPSKILL_TXT_100110,PlayPark's Launch Buff,Buff de Lancement Playpark
PROPSKILL_TXT_100111,Enjoy increased Experience and Drops up to Level 119!,Appréciez de l'expérience et un butin accru jusqu'au niveau 119 !
PROPSKILL_TXT_100112,Artifact Power,Artifact Power
PROPSKILL_TXT_100113,My team's artifact count adds damage to Kalgas!,My team's artifact count adds damage to Kalgas!
PROPSKILL_TXT_100114,Kalgas Poison,Kalgas Poison
PROPSKILL_TXT_100115,Poison spreads through your body.,Poison spreads through your body.
PROPSKILL_TXT_100116,Kalgas' Dominance,Kalgas' Dominance
PROPSKILL_TXT_100117,Your team is being dominated! Defeat an artifact to regain power!,Your team is being dominated! Defeat an artifact to regain power!
PROPSKILL_TXT_100118,2nd Anniversary Guild's Enhancement,2nd Anniversary Guild's Enhancement
PROPSKILL_TXT_100119,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!
PROPSKILL_TXT_100120,Poison (From Weapon),Poison (From Weapon)
PROPSKILL_TXT_100121,Stun (From Weapon),Stun (From Weapon)
PROPSKILL_TXT_100122,Bleeding (From Weapon),Bleeding (From Weapon)
PROPSKILL_TXT_100123,FP and MP recovery amount increased by 10% for 10 minutes.,FP and MP recovery amount increased by 10% for 10 minutes.
PROPSKILL_TXT_100124,Madrigal Stroll,Madrigal Stroll
PROPSKILL_TXT_100125,Movement speed increased by 5% for 10 minutes.,Movement speed increased by 5% for 10 minutes.
PROPSKILL_TXT_100126,Field Outing,Field Outing
PROPSKILL_TXT_100127,Reload the Experience Lock Gauge by 5% of the maximum.,Reload the Experience Lock Gauge by 5% of the maximum.
PROPSKILL_TXT_100128,Party Together,Party Together
PROPSKILL_TXT_100129,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.
PROPSKILL_TXT_100130,Golden Luck,Golden Luck
PROPSKILL_TXT_100131,Drop and Penya quantity increased by 5% for 10 minutes.,Drop and Penya quantity increased by 5% for 10 minutes.
PROPSKILL_TXT_100132,Stamina Boost,Stamina Boost
PROPSKILL_TXT_100133,All stats increased by 5 for 10 minutes.,All stats increased by 5 for 10 minutes.
PROPSKILL_TXT_100134,Blessing from the Sky,Blessing from the Sky
PROPSKILL_TXT_100135,Basic flight speed increased by 3 km/h for 5 minutes.,Basic flight speed increased by 3 km/h for 5 minutes.
PROPSKILL_TXT_100136,Cheer of Love,Cheer of Love
PROPSKILL_TXT_100137,"+5% Experience, granted by your couple partner.","+5% Experience, granted by your couple partner."
PROPSKILL_TXT_100138,Happy Jump,Happy Jump
PROPSKILL_TXT_100139,Jump height increased by 50 for 10 minutes.,Jump height increased by 50 for 10 minutes.
PROPSKILL_TXT_100140,Swift Recovery,Swift Recovery
PROPSKILL_TXT_100141,Herb Gathering,Herb Gathering
PROPSKILL_TXT_100142,Gathering various herbs. ,Gathering various herbs. 
PROPSKILL_TXT_100143,Wood Cutting,Wood Cutting
PROPSKILL_TXT_100144,Cut down trees.,Cut down trees.
PROPSKILL_TXT_100145,Mining,Mining
PROPSKILL_TXT_100146,Mine various ores and gem.,Mine various ores and gem.
PROPSKILL_TXT_100147,Fishing,Fishing
PROPSKILL_TXT_100148,Fishing various fish.,Fishing various fish.
PROPSKILL_TXT_100149,Cooking,Cooking
PROPSKILL_TXT_100150,Cook various foods.,Cook various foods.
PROPSKILL_TXT_100151,Alchemy,Alchemy
PROPSKILL_TXT_100152,Produce various potions.,Produce various potions.
PROPSKILL_TXT_100153,Carpentry,Carpentry
PROPSKILL_TXT_100154,Craft furniture and other items.,Craft furniture and other items.
PROPSKILL_TXT_100155,Smithing,Smithing
PROPSKILL_TXT_100156,Create various accessories.,Create various accessories.
PROPSKILL_TXT_FWC_202501,Grinder's Blessing,Grinder's Blessing
PROPSKILL_TXT_FWC_202502,Madrigal's elites guide you!,Madrigal's elites guide you!
PROPSKILL_TXT_FWC_202503,Bubble's Fortune,Bubble's Fortune
PROPSKILL_TXT_FWC_202504,Madrigal's most fortunate guide you!,Madrigal's most fortunate guide you!
PROPSKILL_TXT_150000,Harlequin's Greeting,Harlequin's Greeting
PROPSKILL_TXT_150001,"Perform a quick step, teleporting behind your target with a swift attack.","Perform a quick step, teleporting behind your target with a swift attack."
PROPSKILL_TXT_150002,Shadow Attack,Shadow Attack
PROPSKILL_TXT_150003,"Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced.","Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced."
PROPSKILL_TXT_150004,Range Increase,Range Increase
PROPSKILL_TXT_150005,Harlequin's Charge,Harlequin's Charge
PROPSKILL_TXT_150006,Gather strength to perform a powerful charging attack against a single enemy.,Gather strength to perform a powerful charging attack against a single enemy.
PROPSKILL_TXT_150007,Increased Damage,Increased Damage
PROPSKILL_TXT_150008,Reduced Charge Time,Reduced Charge Time
PROPSKILL_TXT_150009,Reduced Cooldown,Reduced Cooldown
PROPSKILL_TXT_150010,Alter Ego,Alter Ego
PROPSKILL_TXT_150011,"Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death.","Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death."
PROPSKILL_TXT_150012,Maintain Ego,Maintain Ego
PROPSKILL_TXT_150014,Special Yo-Yo Mastery,Special Yo-Yo Mastery
PROPSKILL_TXT_150015,"Increases auto attack damage, multistrike chance, and Yo-Yo range when used.","Increases auto attack damage, multistrike chance, and Yo-Yo range when used."
PROPSKILL_TXT_150016,Auto Attack,Attaques automatiques
PROPSKILL_TXT_150017,Range,Range
PROPSKILL_TXT_150018,Multistrike,Multistrike
PROPSKILL_TXT_150019,Critical Yo-Yo Mastery,Critical Yo-Yo Mastery
PROPSKILL_TXT_150020,String Yo-Yo Mastery,String Yo-Yo Mastery
PROPSKILL_TXT_150021,Critical Stab,Critical Stab
PROPSKILL_TXT_150022,"Your critical chance is lowered, but critical damage is increased.","Your critical chance is lowered, but critical damage is increased."
PROPSKILL_TXT_150024,Increased Duration,Increased Duration
PROPSKILL_TXT_150026,Shadow Strike,Shadow Strike
PROPSKILL_TXT_150027,Attacking from behind while invisible deals additional damage.,Attacking from behind while invisible deals additional damage.
PROPSKILL_TXT_150028,Agility,Agility
PROPSKILL_TXT_150029,Movement speed temporarily increases after leaving invisibility.,Movement speed temporarily increases after leaving invisibility.
PROPSKILL_TXT_150030,Concentration [Nen],Concentration [Nen]
PROPSKILL_TXT_150031,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.
PROPSKILL_TXT_150032,Forced Critical Hit,Forced Critical Hit
PROPSKILL_TXT_150033,Your next auto attack is guaranteed to be a critical hit.,Your next auto attack is guaranteed to be a critical hit.
PROPSKILL_TXT_150034,"Your critical chance is capped at 10%, while greatly increasing critical damage.","Your critical chance is capped at 10%, while greatly increasing critical damage."
PROPSKILL_TXT_150035,Barrage,Barrage
PROPSKILL_TXT_150036,Normal attacks have a chance to fire double arrows.,Normal attacks have a chance to fire double arrows.
PROPSKILL_TXT_150037,Increased Strike,Increased Strike
PROPSKILL_TXT_150038,Maintain Buff,Maintain Buff
PROPSKILL_TXT_150040,Heavy Shot,Heavy Shot
PROPSKILL_TXT_150041,Knocks back the target with an arrow.,Knocks back the target with an arrow.
PROPSKILL_TXT_150042,Increased Knockback,Increased Knockback
PROPSKILL_TXT_150043,Group Knockback,Group Knockback
PROPSKILL_TXT_150045,Repelling Shot,Repelling Shot
PROPSKILL_TXT_150046,Leap backwards after attacking the target.,Leap backwards after attacking the target.
PROPSKILL_TXT_150047,Long Jump,Long Jump
PROPSKILL_TXT_150048,Debuff,Debuff
PROPSKILL_TXT_150050,Condor Dive,Condor Dive
PROPSKILL_TXT_150051,Unleashes an area attack within the designated range.,Unleashes an area attack within the designated range.
PROPSKILL_TXT_150054,Quiver Master,Quiver Master
PROPSKILL_TXT_150055,Swift Hands,Swift Hands
PROPSKILL_TXT_150056,Your action speed increases when using non-magical skills.,Your action speed increases when using non-magical skills.
PROPSKILL_TXT_150057,Eagle Eye,Eagle Eye
PROPSKILL_TXT_150058,Call upon your inherent eagle to increase bow range.,Call upon your inherent eagle to increase bow range.
PROPSKILL_TXT_150059,Arcane Enchantment,Arcane Enchantment
PROPSKILL_TXT_150060,Provide Elemental status to the skills..,Provide Elemental status to the skills..
PROPSKILL_TXT_150061,Increased Element,Increased Element
PROPSKILL_TXT_150062,Decreased Element,Decreased Element
PROPSKILL_TXT_150063,Elemental Debuff,Elemental Debuff
PROPSKILL_TXT_150064,Laughter of La Croix,Laughter of La Croix
PROPSKILL_TXT_150065,You can ignore one instance of disable or weaken debuffs,You can ignore one instance of disable or weaken debuffs
PROPSKILL_TXT_150066,Successfull Debuff,Successfull Debuff
PROPSKILL_TXT_150067,Additional Shield,Additional Shield
PROPSKILL_TXT_150069,Chimera's Curse,Chimera's Curse
PROPSKILL_TXT_150070,"Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success.","Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success."
PROPSKILL_TXT_150071,Full charge duration increase,Full charge duration increase
PROPSKILL_TXT_150072,Full charge debuff increase,Full charge debuff increase
PROPSKILL_TXT_150073,Malefic Detonation,Malefic Detonation
PROPSKILL_TXT_150074,"Track the number of Disable type debuffs you apply, multiplying the bonuses given.","Track the number of Disable type debuffs you apply, multiplying the bonuses given."
PROPSKILL_TXT_150075,Weaken at full charge,Weaken at full charge
PROPSKILL_TXT_150076,Cooldown reduction,Cooldown reduction
PROPSKILL_TXT_150077,Shield,Boucliers
PROPSKILL_TXT_150078,Hexe's Lament,Hexe's Lament
PROPSKILL_TXT_150079,"Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently.","Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently."
PROPSKILL_TXT_150080,Aoe Range,Aoe Range
PROPSKILL_TXT_150081,Debuff increase,Debuff increase
PROPSKILL_TXT_150082,Damage increase,Damage increase
PROPSKILL_TXT_150083,Damnation Surge,Damnation Surge
PROPSKILL_TXT_150084,"Track the number of Weaken type debuffs you apply, multiplying the bonuses given.","Track the number of Weaken type debuffs you apply, multiplying the bonuses given."
PROPSKILL_TXT_150085,Sleep at full charge,Sleep at full charge
