Key,English,Russian
PROPMOVER_TXT_000924,Sergeant Bearnerky,Сильный грызли
PROPMOVER_TXT_000926,Captain Bearnerky,Громадный грызли
PROPMOVER_TXT_000928,General Bearnerky,Исполинский грызли
PROPMOVER_TXT_000930,Great Chef Muffrin,Маэстро Кромсатти
PROPMOVER_TXT_000932,Queen Popcrank,Клоунесса
PROPMOVER_TXT_000934,Baby Polar Bear,Белый мишка
PROPMOVER_TXT_000936,Polar Bear,Белый медведь
PROPMOVER_TXT_000946,Post Box,Почтовый ящик
PROPMOVER_TXT_000950,Blue Meteonyker,Blue Meteonyker
PROPMOVER_TXT_000954,Baby Penguin,Пингвиненок
PROPMOVER_TXT_000956,Baby Iguana,Крошка-игуана
PROPMOVER_TXT_000958,Baby Cobra,Крошка-кобра
PROPMOVER_TXT_000960,Egg,Яйцо
PROPMOVER_TXT_000962,White Tiger,Белый тигр
PROPMOVER_TXT_000966,Babari Lion,Babari Lion
PROPMOVER_TXT_000970,Rabbit,Кролик
PROPMOVER_TXT_000974,Dragon,Дракон
PROPMOVER_TXT_000978,Unicorn,Единорог
PROPMOVER_TXT_000982,Old Fox,Old Fox
PROPMOVER_TXT_000986,Griffin,Грифон
PROPMOVER_TXT_000987,Angel,Angel
PROPMOVER_TXT_000988,King Crab,King Crab
PROPMOVER_TXT_000996,Gambler,Игрок
PROPMOVER_TXT_000998,Hair Designer,Парикмахер Эдвард Депп
PROPMOVER_TXT_001000,Make-Up Artist,Визажист
PROPMOVER_TXT_001002,Pet Tamer,Укротитель
PROPMOVER_TXT_001010,Behemoth,Behemoth
PROPMOVER_TXT_001012,Hellion,Hellion
PROPMOVER_TXT_001014,Jackalope,Jackalope
PROPMOVER_TXT_001016,Bahamut,Bahamut
PROPMOVER_TXT_001018,Nightmare,Nightmare
PROPMOVER_TXT_001020,Reinecke,Reinecke
PROPMOVER_TXT_001022,Hippogryph,Hippogryph
PROPMOVER_TXT_001024,Cute Frog,Лягушонок
PROPMOVER_TXT_001026,Cute Hamburger,Крошка-бургер
PROPMOVER_TXT_001028,Baby Turtle,Черепашка
PROPMOVER_TXT_001034,Baby Chicken,Цыпленок
PROPMOVER_TXT_001036,Baby Cow,Теленок
PROPMOVER_TXT_001038,Baby Beagle,Щенок бигля
PROPMOVER_TXT_001040,Baby Blue Dragon,Синий дракончик
PROPMOVER_TXT_001042,Baby Hamster,Хомячок
PROPMOVER_TXT_001044,Baby Horse,Жеребенок
PROPMOVER_TXT_001046,Baby Monkey,Обезьянка
PROPMOVER_TXT_001048,Baby Pig,Поросенок
PROPMOVER_TXT_001050,Baby Rabbit,Крольчонок
PROPMOVER_TXT_001052,Cute Lamb,Ягненок
PROPMOVER_TXT_001054,Baby Tiger,Тигренок
PROPMOVER_TXT_001076,Small Maid Cardpuppet,Маленькая заводная кукла
PROPMOVER_TXT_001078,Small Mia,Юная Миа
PROPMOVER_TXT_001080,Baby Black Dragon,Черный дракончик
PROPMOVER_TXT_001196,Baby Yetti,Крошка-йети
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie,Мастер войны Франц
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris,Казначей Пенни
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos,Мастер войны Эрнест
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie,Казначей Анна
PROPMOVER_TXT_001308,[Arena Manager] Lay,Мастер арены Лай
PROPMOVER_TXT_001310,Mayor,Мэр
PROPMOVER_TXT_001318,English Bulldog,Английский бульдог
PROPMOVER_TXT_001320,Naughty Ghost,Маленькое привидение
PROPMOVER_TXT_001322,Baby Fu Lion,Маленькая ши-цза
PROPMOVER_TXT_001324,Smart Owl,Мудрая сова
PROPMOVER_TXT_001326,Patches,Пуговка
PROPMOVER_TXT_001328,Cute Robot,Крошка-робот
PROPMOVER_TXT_001330,Baby Bang,Крошка-Гром
PROPMOVER_TXT_001332,Baby Panda,Крошка-панда
PROPMOVER_TXT_001334,Red Armored Tigar,Тигра в красной броне
PROPMOVER_TXT_001336,Blue Armored Tigar,Тигра в синей броне
PROPMOVER_TXT_001338,Yellow Armored Tigar,Тигра в желтой броне
PROPMOVER_TXT_001446,Tommy Toucan,Туканчик Томми
PROPMOVER_TXT_001452,Johnny Four-Wheels,Крошка-трансформер
PROPMOVER_TXT_001460,Tiny Tanuki,Крошка-енот
PROPMOVER_TXT_001466,Inisis,Профессор Инесса
PROPMOVER_TXT_001496,Mini Santa,Мини-Санта
PROPMOVER_TXT_001498,Mini Snowman,Снеговичок
PROPMOVER_TXT_001504,Little Lykan,Маленький гау-вау
PROPMOVER_TXT_001554,Joey,Фенек Фенрис
PROPMOVER_TXT_001556,Spike,Куся
PROPMOVER_TXT_001558,Lumia,Снежанна
PROPMOVER_TXT_001560,Inspector Koko,Детектив Коалли
PROPMOVER_TXT_001564,Cheshire Cat,Чеширский кот
PROPMOVER_TXT_001566,The White Rabbit,Белый кролик
PROPMOVER_TXT_001568,Tiger Cub,Снежный барсик
PROPMOVER_TXT_001586,Bone Golem,Пти Жан-Петро
PROPMOVER_TXT_001588,Mocomochi,Крошка-кроллобок
PROPMOVER_TXT_001590,Soul Dancer,Мини-Элвис
PROPMOVER_TXT_001592,Clockworks Butler,Мистер Таймс
PROPMOVER_TXT_001628,[Village Chief] Huntrang,Вождь Раджакс
PROPMOVER_TXT_001630,[Quest Office] Miorang,Миоранг
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun,Миярун
PROPMOVER_TXT_001656,[Arcanist Master] Howrang,Сиам
PROPMOVER_TXT_001680,Cheirang,Ширра
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian,Злыдень
PROPMOVER_TXT_001716,Chameleon,Хамелеон
PROPMOVER_TXT_001804,Braaaaains,Крошка-зомби
PROPMOVER_TXT_001814,Male Zombie,Восставший мертвец
PROPMOVER_TXT_001816,Female Zombie ,Восставшая покойница
PROPMOVER_TXT_001826,Big Red,Лутьеро
PROPMOVER_TXT_002000,Buur,Лемуррик
PROPMOVER_TXT_002002,Saphyryan,Сапфирион
PROPMOVER_TXT_002004,Gray Earl,Сэр Файв о'Клок
PROPMOVER_TXT_002006,Jack Frost,Зубастик
PROPMOVER_TXT_002008,Mr. Grinchie,Крошка-Гринч
PROPMOVER_TXT_002010,Rudolph,Крошка-Рудольф
PROPMOVER_TXT_002020,[Development Supervisor] Kim,Генеральный продюсер Яркой Страны
PROPMOVER_TXT_002026,Kuma,Медвежонок
PROPMOVER_TXT_002034,Usagi,Пушистый кролик
PROPMOVER_TXT_002036,Cooperative Donation NPC,Донна
PROPMOVER_TXT_002038,X900 EvilTron,Механический чертик
PROPMOVER_TXT_002040,Mister Grizz,Плюшевый мишка
PROPMOVER_TXT_002162,Lil' Potato,Прическа Куросаки Ичиго
PROPMOVER_TXT_002166,Friendly Baby Kargo,Шляпка Диско (Ж)
PROPMOVER_TXT_002170,Charming Babushka Doll,Чарующая Матрёшка
PROPMOVER_TXT_002232,Cute Baby Cat,Cute Baby Cat
PROPMOVER_TXT_002234,Little Muran,Маленькая Муран
PROPMOVER_TXT_002236,Baby Buur,Детеныш Буура
PROPMOVER_TXT_002238,Baby Ripper,Мини-жнец.
PROPMOVER_TXT_002240,Baby Gray Earl,Бергамотус
PROPMOVER_TXT_002242,Tamed Bolo,Домашний Боло
PROPMOVER_TXT_002282,Pink Mocomochi Pet,Розовый крошка-кроллобок
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet,Радужный крошка-кроллобок
PROPMOVER_TXT_002286,Black Bulldog Pet,Чёрный бульдог
PROPMOVER_TXT_002288,Red Dragon Pet,Красный дракончик
PROPMOVER_TXT_002292,Blue Snowman Pet,Синий снеговичок
PROPMOVER_TXT_002142,Reonan,Протомантесума-дуэлянт
PROPMOVER_TXT_002144,Nerco,Нерко
PROPMOVER_TXT_002146,Hael,Хаэль
PROPMOVER_TXT_002148,Handel,Гандель
PROPMOVER_TXT_002150,Reodos,Реодос
PROPMOVER_TXT_002152,Zoro,Зоро
PROPMOVER_TXT_002154,Elaine,Элейна
PROPMOVER_TXT_002156,Ainher,Айнхер
PROPMOVER_TXT_002158,Sury,Сари
PROPMOVER_TXT_002230,Earl Vermelho,Красный Эрл
PROPMOVER_TXT_100000,Small Gorruda,Слабый злокрыл
PROPMOVER_TXT_100001,Gorruda,Злокрыл
PROPMOVER_TXT_100002,Captain Gorruda,Сильный злокрыл
PROPMOVER_TXT_100003,Giant Gorruda,Громадный злокрыл
PROPMOVER_TXT_100004,Young Fafnir,Детёныш фафнир
PROPMOVER_TXT_100005,Fafnir,Фафнир
PROPMOVER_TXT_100006,Grownup Fafnir,Взрослый фафнир
PROPMOVER_TXT_100007,Giant Fafnir,Гигантский фафнир
PROPMOVER_TXT_100008,Small Longwing,Слабый длиннокрыл
PROPMOVER_TXT_100009,Longwing,Длиннокрыл
PROPMOVER_TXT_100010,Captain Longwing,Сильный длиннокрыл
PROPMOVER_TXT_100011,Giant Longwing,Гигантский длиннокрыл
PROPMOVER_TXT_100012,Neparuba,Комарище
PROPMOVER_TXT_100013,Captain Neparuba,Сильное Комарище
PROPMOVER_TXT_100014,Boss Neparuba,Злое Комарище
PROPMOVER_TXT_100015,Giant Neparuba,Громадное Комарище
PROPMOVER_TXT_100016,Small Zenma,Слабый Нетопырь
PROPMOVER_TXT_100017,Zenma,Нетопырь
PROPMOVER_TXT_100018,Captain Zenma,Сильный Нетопырь
PROPMOVER_TXT_100019,Giant Zenma,Громадный Нетопырь
PROPMOVER_TXT_100020,Small Zendros,Слабый Призор
PROPMOVER_TXT_100021,Zendros,Призор
PROPMOVER_TXT_100022,Captain Zendros,Сильный Призор
PROPMOVER_TXT_100023,Giant Zendros,Гиганский Призор
PROPMOVER_TXT_100024,Small Medumet,Small Medumet
PROPMOVER_TXT_100025,Medumet,Medumet
PROPMOVER_TXT_100026,Captain Medumet,Captain Medumet
PROPMOVER_TXT_100027,Giant Medumet,Giant Medumet
PROPMOVER_TXT_100028,Training Dummy,Манекен
PROPMOVER_TXT_100029,Fire Training Dummy,Огненный манекен
PROPMOVER_TXT_100030,Water Training Dummy,Водный манекен
PROPMOVER_TXT_100031,Earth Training Dummy,Земляной манекен
PROPMOVER_TXT_100032,Electric Training Dummy,Электрический манекен
PROPMOVER_TXT_100033,Wind Training Dummy,Воздушный манекен
PROPMOVER_TXT_100097,Violet Medumet,Violet Medumet
PROPMOVER_TXT_100063,Violet Leyena,Лиловая Лиена
PROPMOVER_TXT_100064,Violet Trangfoma,Лиловый Дезинфектор
PROPMOVER_TXT_100065,Violet Steam Walker,Лиловый Паробот
PROPMOVER_TXT_100068,Violet Steel Knight,Лиловый Курицырь
PROPMOVER_TXT_100069,Violet Nutty Wheel,Лиловый Шестекрут
PROPMOVER_TXT_100066,Violet Driller,Лиловый Бур
PROPMOVER_TXT_100067,Violet Volt,Лиловый Вольт
PROPMOVER_TXT_100070,Violet Elderguard,Лиловый Железный страж
PROPMOVER_TXT_100071,Violet Garbagespider,Лиловый Мусоробот
PROPMOVER_TXT_100072,Violet Crane Machinery,Лиловый Краноход
PROPMOVER_TXT_100074,Violet Greemong,Лиловый Илий
PROPMOVER_TXT_100076,Violet Nuctuvehicle,Лиловый Шлак
PROPMOVER_TXT_100075,Violet Carrierbomb,Лиловый Бомбот
PROPMOVER_TXT_100073,Violet Syliaca,Лиловая Зубатка
PROPMOVER_TXT_100078,Violet Zombiger,Лиловый Зомбойщик
PROPMOVER_TXT_100077,Violet Risem,Лиловый Каменталь
PROPMOVER_TXT_100086,Violet Grrr,Лиловый Гр-р
PROPMOVER_TXT_100091,Violet Dump,Лиловый Трактотрон
PROPMOVER_TXT_100085,Violet Nautrepy,Лиловая Белка-пилотяга
PROPMOVER_TXT_100082,Violet Boo,Лиловая Задушица
PROPMOVER_TXT_100079,Violet Hoppre,Лиловый Сарранч
PROPMOVER_TXT_100088,Violet Mushpoie,Лиловый Подгрызиновик
PROPMOVER_TXT_100081,Violet Iren,Лиловая Жужелица
PROPMOVER_TXT_100080,Violet Watangka,Лиловый Ва-танка
PROPMOVER_TXT_100087,Violet Antiquery,Лиловый Мутэнт
PROPMOVER_TXT_100083,Violet Luia,Лиловый Лавлин
PROPMOVER_TXT_100089,Violet Gongury,Лиловый Армадон
PROPMOVER_TXT_100084,Violet Shuhamma,Лиловый Сталефант
PROPMOVER_TXT_100092,Violet Kern,Лиловый Вогробушек
PROPMOVER_TXT_100090,Violet Glaphan,Лиловый Эктор
PROPMOVER_TXT_100094,Violet Chimeradon,Лиловый Химерадон
PROPMOVER_TXT_100095,Violet Bearnerky,Лиловый Грызли
PROPMOVER_TXT_100093,Violet Chef Muffrin,Лиловый Кромсатти
PROPMOVER_TXT_100096,Violet Popcrank,Лиловый Клоун
PROPMOVER_TXT_100034,Violet Aibatt,Лиловый Сглаз
PROPMOVER_TXT_100035,Violet Mushpang,Лиловая Сыробежка
PROPMOVER_TXT_100036,Violet Burudeng,Лиловый Жукорог
PROPMOVER_TXT_100038,Violet Pukepuke,Лиловый Вуки-туки
PROPMOVER_TXT_100037,Violet Peakyturtle,Лиловый Бронтодон
PROPMOVER_TXT_100039,Violet Demian,Лиловый Злыдень
PROPMOVER_TXT_100040,Violet Doridoma,Лиловый Конек
PROPMOVER_TXT_100041,Violet Lawolf,Лиловый Волкопард
PROPMOVER_TXT_100043,Violet Fefern,Лиловый Крыжорник
PROPMOVER_TXT_100042,Violet Nyangnyang,Лиловая Кисандра
PROPMOVER_TXT_100044,Violet Bang,Лиловый Гром
PROPMOVER_TXT_100099,Violet Mothbee,Violet Mothbee
PROPMOVER_TXT_100098,Violet Flybrigen,Violet Flybrigen
PROPMOVER_TXT_100100,Violet Rockepeller,Violet Rockepeller
PROPMOVER_TXT_100106,Violet Zendros,Violet Zendros
PROPMOVER_TXT_100104,Violet Neparuba,Violet Neparuba
PROPMOVER_TXT_100105,Violet Zenma,Violet Zenma
PROPMOVER_TXT_100103,Violet Longwing,Violet Longwing
PROPMOVER_TXT_100102,Violet Fafnir,Violet Fafnir
PROPMOVER_TXT_100101,Violet Gorruda,Violet Gorruda
PROPMOVER_TXT_100058,Violet Tombstone Bearer,Violet Tombstone Bearer
PROPMOVER_TXT_100060,Violet Scorpicon,Violet Scorpicon
PROPMOVER_TXT_100059,Violet Basque,Violet Basque
PROPMOVER_TXT_100061,Violet Prankster,Violet Prankster
PROPMOVER_TXT_100062,Violet Wheelem,Violet Wheelem
PROPMOVER_TXT_100045,Violet Wagsaac,Violet Wagsaac
PROPMOVER_TXT_100047,Violet Mia,Violet Mia
PROPMOVER_TXT_100048,Violet Mr. Pumpkin,Violet Mr. Pumpkin
PROPMOVER_TXT_100049,Violet Red Mantis,Violet Red Mantis
PROPMOVER_TXT_100050,Violet Jack the Hammer,Violet Jack the Hammer
PROPMOVER_TXT_100051,Violet Giggle Box,Violet Giggle Box
PROPMOVER_TXT_100052,Violet Rock Muscle,Violet Rock Muscle
PROPMOVER_TXT_100053,Violet Hobo,Violet Hobo
PROPMOVER_TXT_100055,Violet Dumb Bull,Violet Dumb Bull
PROPMOVER_TXT_100056,Violet Totemia,Violet Totemia
PROPMOVER_TXT_100057,Violet Cardpuppet,Violet Cardpuppet
PROPMOVER_TXT_100046,Violet Flybat,Violet Flybat
PROPMOVER_TXT_100054,Violet Bucrow,Violet Bucrow
PROPMOVER_TXT_100107,Baby Pink Cobra,Baby Pink Cobra
PROPMOVER_TXT_100108,Baby Giant Aibatt,Baby Giant Aibatt
PROPMOVER_TXT_100109,Baby Glaphan,Baby Glaphan
PROPMOVER_TXT_100110,Baby Longwing,Baby Longwing
PROPMOVER_TXT_100111,Baby Saphyryan,Baby Saphyryan
PROPMOVER_TXT_100112,Baby Mushpang,Baby Mushpang
PROPMOVER_TXT_100113,Baby Wagsaac,Baby Wagsaac
PROPMOVER_TXT_100114,Baby Steel Knight,Baby Steel Knight
PROPMOVER_TXT_100115,Baby Nautrepy,Baby Nautrepy
PROPMOVER_TXT_100116,Small Meteonyker,Small Meteonyker
PROPMOVER_TXT_100117,Berserk Meteonyker,Berserk Meteonyker
PROPMOVER_TXT_100118,Cyclops X,Cyclops X
PROPMOVER_TXT_100119,Giant Cyclops X,Giant Cyclops X
PROPMOVER_TXT_100120,Katamaw,Katamaw
PROPMOVER_TXT_100121,Zefus,Zefus
PROPMOVER_TXT_100122,Gruntizer,Gruntizer
PROPMOVER_TXT_100123,Obnis,Obnis
PROPMOVER_TXT_100124,Airon,Airon
PROPMOVER_TXT_100125,Kumah,Kumah
PROPMOVER_TXT_100126,Haom,Haom
PROPMOVER_TXT_100127,Scorched Meteonyker,Scorched Meteonyker
PROPMOVER_TXT_100128,Red Meteonyker,Red Meteonyker
PROPMOVER_TXT_100129,Baby Zendros,Baby Zendros
PROPMOVER_TXT_100130,Baby Dumb Bull,Baby Dumb Bull
PROPMOVER_TXT_100131,Baby Bearnerky,Baby Bearnerky
PROPMOVER_TXT_100132,Yetti,Yetti
PROPMOVER_TXT_100133,Mutant Yetti,Mutant Yetti
PROPMOVER_TXT_100134,Dark Yetti,Dark Yetti
PROPMOVER_TXT_100135,Mad Yetti,Mad Yetti
PROPMOVER_TXT_100136,Violet Yetti,Violet Yetti
PROPMOVER_TXT_100137,Augu,Augu
PROPMOVER_TXT_100138,Mutant Augu,Mutant Augu
PROPMOVER_TXT_100139,Ardent Augu,Ardent Augu
PROPMOVER_TXT_100140,Glacial Augu,Glacial Augu
PROPMOVER_TXT_100141,Violet Augu,Violet Augu
PROPMOVER_TXT_100142,Ghost of the Forgotten Prince,Ghost of the Forgotten Prince
PROPMOVER_TXT_100143,Ghost of the Forgotten King,Ghost of the Forgotten King
PROPMOVER_TXT_100144,Ghost of the Forgotten Emperor,Ghost of the Forgotten Emperor
PROPMOVER_TXT_100145,Ghost of the Forgotten Overlord,Ghost of the Forgotten Overlord
PROPMOVER_TXT_100146,Violet Ghost of the Forgotten Monarch,Violet Ghost of the Forgotten Monarch
PROPMOVER_TXT_100147,Mammoth,Mammoth
PROPMOVER_TXT_100148,Cannibal Mammoth,Cannibal Mammoth
PROPMOVER_TXT_100149,Ancient Mammoth,Ancient Mammoth
PROPMOVER_TXT_100150,Predator Mammoth,Predator Mammoth
PROPMOVER_TXT_100151,Violet Mammoth,Violet Mammoth
PROPMOVER_TXT_100152,Gigaka,Gigaka
PROPMOVER_TXT_100153,Mawrang,Mawrang
PROPMOVER_TXT_100154,Miriun,Miriun
PROPMOVER_TXT_100155,Auxilior,Auxilior
PROPMOVER_TXT_100156,Blue Alien Octopus,Blue Alien Octopus
PROPMOVER_TXT_100157,Yellow Alien Octopus,Yellow Alien Octopus
PROPMOVER_TXT_100158,Red Alien Octopus,Red Alien Octopus
PROPMOVER_TXT_100159,White Alien Octopus,White Alien Octopus
PROPMOVER_TXT_100160,Green Alien Octopus,Green Alien Octopus
PROPMOVER_TXT_100161,Black Alien Octopus,Black Alien Octopus
PROPMOVER_TXT_100162,Baby Peakyturtle,Baby Peakyturtle
PROPMOVER_TXT_100163,Baby Rock Muscle,Baby Rock Muscle
PROPMOVER_TXT_100164,Baby Giggle Box,Baby Giggle Box
PROPMOVER_TXT_100165,Baby Totemia,Baby Totemia
PROPMOVER_TXT_100166,Baby Fafnir,Baby Fafnir
PROPMOVER_TXT_100167,Baby Popcrank,Baby Popcrank
PROPMOVER_TXT_100168,Rookie Cloudberry Carrier,Rookie Cloudberry Carrier
PROPMOVER_TXT_100169,Cloudberry Carrier,Cloudberry Carrier
PROPMOVER_TXT_100170,Lightberry Carrier,Lightberry Carrier
PROPMOVER_TXT_100171,Rookie Exoberry Carrier,Rookie Exoberry Carrier
PROPMOVER_TXT_100172,Exoberry Carrier,Exoberry Carrier
PROPMOVER_TXT_001068,Waforu,Waforu
PROPMOVER_TXT_001069,Mysterious Robed Girl,Mysterious Robed Girl
PROPMOVER_TXT_001442,Lasa,Lasa
PROPMOVER_TXT_100173,Baby Giant Bang,Baby Giant Bang
PROPMOVER_TXT_100174,Baby Burudeng,Baby Burudeng
PROPMOVER_TXT_100175,Baby Iren,Baby Iren
PROPMOVER_TXT_100176,Baby Mushpoie,Baby Mushpoie
PROPMOVER_TXT_100177,Baby Flybrigen,Baby Flybrigen
PROPMOVER_TXT_100178,Baby Nuctuvehicle,Baby Nuctuvehicle
PROPMOVER_TXT_100179,Criminal Medumet,Criminal Medumet
PROPMOVER_TXT_100180,Crystal Iphrine,Crystal Iphrine
PROPMOVER_TXT_100181,Yellow Teddy Bear,Yellow Teddy Bear
PROPMOVER_TXT_100182,Blue Teddy Bear,Blue Teddy Bear
PROPMOVER_TXT_100183,Brown Teddy Bear,Brown Teddy Bear
PROPMOVER_TXT_100184,Orange Teddy Bear,Orange Teddy Bear
PROPMOVER_TXT_100185,Black Teddy Bear,Black Teddy Bear
PROPMOVER_TXT_100186,White Teddy Bear,White Teddy Bear
PROPMOVER_TXT_100187,Baby Doridoma,Baby Doridoma
PROPMOVER_TXT_100188,Baby Mothbee,Baby Mothbee
PROPMOVER_TXT_100189,Baby Hobo,Baby Hobo
PROPMOVER_TXT_100190,Primgon,Primgon
PROPMOVER_TXT_100191,Blue Gummy Bear,Blue Gummy Bear
PROPMOVER_TXT_100192,Brown Gummy Bear,Brown Gummy Bear
PROPMOVER_TXT_100193,Pink Gummy Bear,Pink Gummy Bear
PROPMOVER_TXT_100194,Red Gummy Bear,Red Gummy Bear
PROPMOVER_TXT_100195,Black Gummy Bear,Black Gummy Bear
PROPMOVER_TXT_100196,White Gummy Bear,White Gummy Bear
PROPMOVER_TXT_100197,Baby Wild Rabbit,Baby Wild Rabbit
PROPMOVER_TXT_100198,Puppy,Puppy
PROPMOVER_TXT_100199,Furious Mr. Pumpkin,Furious Mr. Pumpkin
PROPMOVER_TXT_100200,Deviant Mr. Pumpkin,Deviant Mr. Pumpkin
PROPMOVER_TXT_100201,Baby Winged Sheep,Baby Winged Sheep
PROPMOVER_TXT_100202,Teddy Bear,Teddy Bear
PROPMOVER_TXT_100203,Kitty with Yellow Umbrella,Kitty with Yellow Umbrella
PROPMOVER_TXT_100204,Kitty with Green Umbrella,Kitty with Green Umbrella
PROPMOVER_TXT_100205,Kitty with Pink Umbrella,Kitty with Pink Umbrella
PROPMOVER_TXT_100206,Kitty with Purple Umbrella,Kitty with Purple Umbrella
PROPMOVER_TXT_100207,Kitty with Beige Umbrella,Kitty with Beige Umbrella
PROPMOVER_TXT_100208,Kitty with Grey Umbrella,Kitty with Grey Umbrella
PROPMOVER_TXT_100209,Halloween Ghost,Halloween Ghost
PROPMOVER_TXT_100210,Lord Big Muscle,Lord Big Muscle
PROPMOVER_TXT_100211,Lord Krrr,Lord Krrr
PROPMOVER_TXT_100212,Lord Mushmoot,Lord Mushmoot
PROPMOVER_TXT_100213,Lord Meteonyker,Lord Meteonyker
PROPMOVER_TXT_100214,Lord Red Meteonyker,Lord Red Meteonyker
PROPMOVER_TXT_100215,Lord Pumpkin,Lord Pumpkin
PROPMOVER_TXT_100216,Lord Lykanos,Lord Lykanos
PROPMOVER_TXT_100217,Lord Drakul,Lord Drakul
PROPMOVER_TXT_100219,Lord Ripper,Lord Ripper
PROPMOVER_TXT_100220,Lord Mia,Lord Mia
PROPMOVER_TXT_100221,Lord Iblis Leanes,Lord Iblis Leanes
PROPMOVER_TXT_100222,Violet Halloween Puppet,Violet Halloween Puppet
PROPMOVER_TXT_100223,Orange Halloween Puppet,Orange Halloween Puppet
PROPMOVER_TXT_100224,Beige Halloween Puppet,Beige Halloween Puppet
PROPMOVER_TXT_100225,Pink Halloween Puppet,Pink Halloween Puppet
PROPMOVER_TXT_100226,Grey Halloween Puppet,Grey Halloween Puppet
PROPMOVER_TXT_100227,White Halloween Puppet,White Halloween Puppet
PROPMOVER_TXT_100228,Sport Pop Red Tiger,Sport Pop Red Tiger
PROPMOVER_TXT_100229,Sport Pop Blue Tiger,Sport Pop Blue Tiger
PROPMOVER_TXT_100230,Sport Pop Green Tiger,Sport Pop Green Tiger
PROPMOVER_TXT_100231,Sport Pop Orange Tiger,Sport Pop Orange Tiger
PROPMOVER_TXT_100232,Sport Pop Pink Tiger,Sport Pop Pink Tiger
PROPMOVER_TXT_100233,Sport Pop Purple Tiger,Sport Pop Purple Tiger
PROPMOVER_TXT_100234,Purple Disco Poodle,Purple Disco Poodle
PROPMOVER_TXT_100235,Green Disco Poodle,Green Disco Poodle
PROPMOVER_TXT_100236,Orange Disco Poodle,Orange Disco Poodle
PROPMOVER_TXT_100237,Pink Disco Poodle,Pink Disco Poodle
PROPMOVER_TXT_100238,Black Disco Poodle,Black Disco Poodle
PROPMOVER_TXT_100239,Cyan Disco Poodle,Cyan Disco Poodle
PROPMOVER_TXT_100240,Nine Tails,Nine Tails
PROPMOVER_TXT_100241,Nero,Nero
PROPMOVER_TXT_100242,Thief Santa Monster,Thief Santa Monster
PROPMOVER_TXT_100243,Grumpy elf,Grumpy elf
PROPMOVER_TXT_100250,Blue Winter Pixie,Blue Winter Pixie
PROPMOVER_TXT_100251,Green Winter Pixie,Green Winter Pixie
PROPMOVER_TXT_100252,Purple Winter Pixie,Purple Winter Pixie
PROPMOVER_TXT_100253,Cyan Winter Pixie,Cyan Winter Pixie
PROPMOVER_TXT_100254,Black Winter Pixie,Black Winter Pixie
PROPMOVER_TXT_100255,White Winter Pixie,White Winter Pixie
PROPMOVER_TXT_100256,Fu Lion King,Fu Lion King
PROPMOVER_TXT_100257,Black Winter Tiger,Black Winter Tiger
PROPMOVER_TXT_100258,Pink Winter Tiger,Pink Winter Tiger
PROPMOVER_TXT_100259,Green Winter Tiger ,Green Winter Tiger 
PROPMOVER_TXT_100260,Purple Winter Tiger ,Purple Winter Tiger 
PROPMOVER_TXT_100261,Orange Winter Tiger ,Orange Winter Tiger 
PROPMOVER_TXT_100262,Cyan Winter Tiger ,Cyan Winter Tiger 
PROPMOVER_TXT_100263,Tonge,Tonge
PROPMOVER_TXT_100264,Fox,Fox
PROPMOVER_TXT_100265,Mermaid Beauty,Mermaid Beauty
PROPMOVER_TXT_100266,Overgrown Shark,Overgrown Shark
PROPMOVER_TXT_100267,Grunt Gorilla,Grunt Gorilla
PROPMOVER_TXT_100268,Overgrown Spider,Overgrown Spider
PROPMOVER_TXT_100269,Temple Guardian,Temple Guardian
PROPMOVER_TXT_100270,Sentient Tree Warrior,Sentient Tree Warrior
PROPMOVER_TXT_100271,Old Rut,Old Rut
PROPMOVER_TXT_100244,Skeletal Militant,Skeletal Militant
PROPMOVER_TXT_100245,Crystal Demon Lord,Crystal Demon Lord
PROPMOVER_TXT_100246,Great Kraken,Great Kraken
PROPMOVER_TXT_100247,Siren,Siren
PROPMOVER_TXT_100248,Lurking Merman,Lurking Merman
PROPMOVER_TXT_100249,Cunning Merman,Cunning Merman
PROPMOVER_TXT_001198,Great Catsy,Great Catsy
PROPMOVER_TXT_001200,Great Harpy,Great Harpy
PROPMOVER_TXT_001202,Great Gullah,Great Gullah
PROPMOVER_TXT_001204,Great Abraxas,Great Abraxas
PROPMOVER_TXT_001206,Great Hague,Great Hague
PROPMOVER_TXT_001208,Great Tengu,Great Tengu
PROPMOVER_TXT_001210,Great Asterius,Great Asterius
PROPMOVER_TXT_001212,Great Dantalian,Great Dantalian
PROPMOVER_TXT_001214,Great Gannessa,Great Gannessa
PROPMOVER_TXT_001216,Great Asuras,Great Asuras
PROPMOVER_TXT_001180,Small Nyx,Small Nyx
PROPMOVER_TXT_001182,Nyx,Nyx
PROPMOVER_TXT_001184,Captain Nyx,Captain Nyx
PROPMOVER_TXT_001186,Asmodan,Asmodan
PROPMOVER_TXT_001100,Small Harpy,Small Harpy
PROPMOVER_TXT_001102,Harpy,Harpy
