Key,English,German
PROPQUEST_SCENARIO_INC_001558,What? Expect a poor little Dwarpet such as myself to take on an army of Pranksters?,"Was? Erwartest du, dass ein armer kleiner Dwarpet wie ich es mit einer Armee von Pranksters aufnehmen kann?"
PROPQUEST_SCENARIO_INC_001559,"So according to Bowler, this was the site of the battle between Bubble and Shade? The essence of each that you contain is definitive proof of this.","Laut Bowler war dies also der Ort des Kampfes zwischen Bubble und Shade? Die Essenz der beiden, die Sie enthalten, ist der endgültige Beweis dafür."
PROPQUEST_SCENARIO_INC_001560,"Kill 15 Small Mage Pranksters & 7 Pranksters, find the Shade Trace and bring it to Handel.","Töte 15 Small Mage Pranksters & 7 Pranksters, nimm Shade Trace und bringe sie zu Handel."
PROPQUEST_SCENARIO_INC_001561,"Kill 15 Small Mage Pranksters & 7 Pranksters, acquire the Shade Trace and bring it to Handel.","Töte 15 Small Mage Pranksters & 7 Pranksters, nimm Shade Trace und bringe sie zu Handel."
PROPQUEST_SCENARIO_INC_001563,Guardians of the Temple,Wächter des Tempels.
PROPQUEST_SCENARIO_INC_001564,"This essence of Shade is concerning… After the 8 Heroes had defeated Shade, all remnants of her existence were to be purged to prevent her return.","Diese Essenz von Shade ist besorgniserregend... Nachdem die 8 Helden Shade besiegt hatten, sollten alle Überreste ihrer Existenz beseitigt werden, um ihre Rückkehr zu verhindern."
PROPQUEST_SCENARIO_INC_001565,"If her essence remains, this is very bad… Stored in the Temple of Iblis is the Parchment of War. Please head there and retrieve it for me.","Wenn ihre Essenz bleibt, ist das sehr schlecht... Im Tempel von Ivillis wird das Parchment of War aufbewahrt. Bitte geht dorthin und holt es für mich."
PROPQUEST_SCENARIO_INC_001566,The Temple of Iblis is in the Southern most region of Saint Morning. The records are guarded by both Iblis Crashers and an Iblis Guardian so please defeat them to obtain it!,"Der Tempel von Ivillis befindet sich in der südlichsten Region von Saint Morning. Die Aufzeichnungen werden sowohl von Ivillis-Crasher als auch von einem Ivillis-Guardian bewacht, also besiege sie bitte, um sie zu erhalten!"
PROPQUEST_SCENARIO_INC_001567,We've come too far to just quit now! Please reconsider!!,"Wir sind zu weit gekommen, um jetzt einfach aufzugeben! Bitte überlegen Sie es sich noch einmal!"
PROPQUEST_SCENARIO_INC_001568,You've made it back with the Parchment!,Du hast es mit dem Pergament zurückgeschafft!
PROPQUEST_SCENARIO_INC_001569,Please bring the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,"Bitte bringt das Parchment of War mit, nachdem ihr 10 Ivillis-Crasher und einen Ivillis-Guardian besiegt habt."
PROPQUEST_SCENARIO_INC_001570,Bring Handel the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,"Bringe Handel das Parchment of War, nachdem du 10 Ivillis-Crasher und einen Ivillis-Guardian besiegt hast."
PROPQUEST_SCENARIO_INC_001572,Before He's Road kill…,Bevor er auf die Straße geht...
PROPQUEST_SCENARIO_INC_001573,Please you must quickly hurry to Bowler! It seems the Wheelems near him have grown increasingly aggressive and he has grown quite fearful!,"Bitte, ihr müsst schnell zu Bowler eilen! Es scheint, dass die Wheelems in seiner Nähe immer aggressiver werden und er ziemlich ängstlich geworden ist!"
PROPQUEST_SCENARIO_INC_001574,"Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!","Wirst du ihm zu Hilfe eilen? In der Zwischenzeit werde ich versuchen, diese Aufzeichnungen zu entschlüsseln. Ich weiß, dass sie etwas Wertvolles enthalten!"
PROPQUEST_SCENARIO_INC_001575,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!,Deine Hilfe wird sehr geschätzt! Beeilt euch und besiegt 20 Rough Wheelems & 10 Wheelems und meldet euch dann bei Bowler!
PROPQUEST_SCENARIO_INC_001576,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!,Oh nein!! Du musst ihm helfen! Bowler hat keine Chance gegen diese bösartigen Wheelems!
PROPQUEST_SCENARIO_INC_001577,"That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory.","Das war eine zu knappe Entscheidung! Die Wheelems ließen mich im Allgemeinen in Ruhe. Aus irgendeinem Grund wurden sie plötzlich gewalttätig und versuchten, mich anzugreifen, als ich mich in der Nähe ihres Territoriums aufhielt."
PROPQUEST_SCENARIO_INC_001578,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!,"Beeilt euch! Töte 20 Rough Wheelems & 10 Wheelems, bevor sie Bowler erreichen können!"
PROPQUEST_SCENARIO_INC_001579,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.,Töte 20 Rough Wheelems und 10 Wheelems und melde dich bei Bowler.
PROPQUEST_SCENARIO_INC_001581,The Moment of Truth,Die Stunde der Wahrheit
PROPQUEST_SCENARIO_INC_001582,"The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…","Die Zahl der Wheelems hat seit meiner letzten Erinnerung so stark zugenommen. Wenn du nicht gewesen wärst, wäre ich ein Dwarpet geworden..."
PROPQUEST_SCENARIO_INC_001583,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?,"Hat Händel ihre Forschungen abgeschlossen? Oh! Sie ist gerade dabei, das Pergament des Krieges zu entschlüsseln? Wirst du zu ihr zurückeilen und herausfinden, ob sie fertig ist?"
PROPQUEST_SCENARIO_INC_001584,"Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!","Sagen Sie Handel, dass ich mich für ihre Sorge bedanke... Wenn sie meine Hilfe braucht, kann sie sich jederzeit an mich wenden!"
PROPQUEST_SCENARIO_INC_001585,"Look I know I'm great and you would love to spend time with me, but this is sort of important!","Ich weiß, dass ich großartig bin und du gerne Zeit mit mir verbringen würdest, aber das ist irgendwie wichtig!"
PROPQUEST_SCENARIO_INC_001586,I'm glad to see you… I have to finish decrypting the Parchment,"Ich bin froh, dich zu sehen. Ich muss die Entschlüsselung des Pergaments beenden."
PROPQUEST_SCENARIO_INC_001587,Go see Handel. She should be done with decrypting the parchment.,Geh zu Handel. Sie sollte mit dem Entschlüsseln des Pergaments fertig sein.
PROPQUEST_SCENARIO_INC_001588,Return to Handel and see if she has decrypted the Parchment.,"Kehren Sie zu Handel zurück und sehen Sie nach, ob sie das Pergament entschlüsselt hat."
PROPQUEST_SCENARIO_INC_001590,Revelation,Offenbarung
PROPQUEST_SCENARIO_INC_001591,Why am I looking so distraught after analyzing the text you ask? Well… I guess the results are not what I would have wanted…,"Sie fragen sich, warum ich nach der Analyse des Textes so verzweifelt aussehe? Nun... ich schätze, die Ergebnisse sind nicht das, was ich mir gewünscht hätte..."
PROPQUEST_SCENARIO_INC_001592,"The records indicate that despite the efforts made by the 8 heroes to expunge any trace of Shade's existence, her essence still persists throughout this world.","Aus den Aufzeichnungen geht hervor, dass trotz der Bemühungen der 8 Helden, jede Spur von Shades Existenz zu verwischen, ihre Essenz immer noch in dieser Welt vorhanden ist."
PROPQUEST_SCENARIO_INC_001593,"When the time is right, she will regain her physical form and return anew to command her masquerpet army. It is her intention to reclaim the known world as her own…","Wenn die Zeit reif ist, wird sie ihre körperliche Gestalt wiedererlangen und erneut zurückkehren, um ihre Maskerettenarmee zu befehligen. Es ist ihre Absicht, die bekannte Welt als ihre eigene zurückzuerobern..."
PROPQUEST_SCENARIO_INC_001594,You must go and talk to Reonan as soon as possible. We no longer have time to waste. Please find him!,Sie müssen so schnell wie möglich mit Reonan sprechen. Wir haben keine Zeit mehr zu verlieren. Bitte finden Sie ihn!
PROPQUEST_SCENARIO_INC_001595,Reonan still hasn't explained to you the exact nature of the 8 heroes has he? I feel you are ready to know the truth and the role you play in this all…,"Reonan hat dir immer noch nicht erklärt, was genau die 8 Helden sind, oder? Ich spüre, dass du bereit bist, die Wahrheit zu erfahren und die Rolle, die du in all dem spielst..."
PROPQUEST_SCENARIO_INC_001596,I'm sorry if you feel uncertain about this all. Take some time to think it over…,"Es tut mir leid, wenn Sie sich bei all dem unsicher fühlen. Nehmen Sie sich etwas Zeit, um darüber nachzudenken..."
PROPQUEST_SCENARIO_INC_001597,Greetings again! Ohhh…so this is what Handel has brought to light.,"Nochmals Grüße! Ohhh... das ist es also, was der Handel ans Licht gebracht hat."
PROPQUEST_SCENARIO_INC_001598,Please hurry back to Reonan. I'm sure he will explain everything!,"Bitte eile zurück zu Reonan. Ich bin sicher, er wird Ihnen alles erklären!"
PROPQUEST_SCENARIO_INC_001599,Return to Reonan with the results of Handel's research.,Rückkehr nach Reonan mit den Ergebnissen von Handels Forschung.
PROPQUEST_SCENARIO_INC_001601,Darkon: The Mysterious Continent,Darkon: Der geheimnisvolle Kontinent
PROPQUEST_SCENARIO_INC_001602,"This is more urgent that I thought… I was aware of the impending return of Shade, but this soon? I'm sorry I had to hide so much from you. Here is the truth…","Es ist dringender, als ich dachte... Ich wusste von der bevorstehenden Rückkehr von Shade, aber so schnell? Es tut mir leid, dass ich so viel vor dir verbergen musste. Hier ist die Wahrheit..."
PROPQUEST_SCENARIO_INC_001603,"Handel, Hael and I share a common past. We are all reincarnations of the 8 original heroes to defeat Shade in the War of the Gods. I was the first Knight Hero...","Handel, Hael und ich haben eine gemeinsame Vergangenheit. Wir sind alle Reinkarnationen der 8 ursprünglichen Helden, die Shade im Krieg der Götter besiegten. Ich war der erste Knight Hero..."
PROPQUEST_SCENARIO_INC_001604,"We were all appointed by Bubble as champions of our respective classes, and led the armies of mankind against Shade and her masquerpets.",Wir alle wurden von Bubble zum Champion unserer jeweiligen Klasse ernannt und führten die Armeen der Menschheit gegen Shade und ihre Masquerpets an.
PROPQUEST_SCENARIO_INC_001605,I feel it is due time for a reunification of the original 8 heroes... I know the other reincarnations are out there. I just hope we will be able to convince the rest of them. We don't have much time…,"Ich denke, es ist an der Zeit für eine Wiedervereinigung der ursprünglichen 8 Helden... Ich weiß, dass die anderen Reinkarnationen da draußen sind. Ich hoffe nur, dass wir in der Lage sein werden, den Rest von ihnen zu überzeugen. Wir haben nicht viel Zeit..."
PROPQUEST_SCENARIO_INC_001606,"It has come to my attention that several of the other heroes are currently residing in a large continent known as Darkon. For Madrigal's sake, would you be able to track them down?","Mir ist zu Ohren gekommen, dass sich mehrere der anderen Helden derzeit auf einem großen Kontinent namens Darkon aufhalten. Könntet Ihr sie um Madrigals willen aufspüren?"
PROPQUEST_SCENARIO_INC_001607,Make haste to meet the Mayor of Darkon. He sees over the main industrial town located in Darkon 2. Maybe he will have further information about the missing heroes.,"Beeilen Sie sich, den Bürgermeister von Darkon zu treffen. Er wacht über die wichtigste Industriestadt in Darkon 2. Vielleicht hat er weitere Informationen über die vermissten Helden."
PROPQUEST_SCENARIO_INC_001608,"I know it is a lot to take in, but you are going to have to trust me on this one. We don't have any time to waste.","Ich weiß, das ist eine Menge, aber Sie müssen mir in diesem Fall vertrauen. Wir haben keine Zeit zu verlieren."
PROPQUEST_SCENARIO_INC_001609,"Oh! Hello young adventurer. You shouldn't sneak up on a man my age, nearly gave me a heart attack. Hahaha!!","Oh! Hallo, junger Abenteurer. Du solltest dich nicht an einen Mann meines Alters heranschleichen, ich hätte fast einen Herzinfarkt bekommen. Hahaha!!"
PROPQUEST_SCENARIO_INC_001610,"You must locate the heroes of the past, so that Madrigal might have a future. Please speak with the Mayor of Darkon. I guarantee he will know something…","Sie müssen die Helden der Vergangenheit ausfindig machen, damit Madrigal eine Zukunft haben kann. Bitte sprechen Sie mit dem Bürgermeister von Darkon. Ich garantiere, dass er etwas weiß..."
PROPQUEST_SCENARIO_INC_001611,Go meet the Mayor of Darken located in Darkon 2. Maybe he will have more information on the missing heroes.,Triff dich mit dem Bürgermeister von Darken in Darkon 2. Vielleicht hat er mehr Informationen über die vermissten Helden.
PROPQUEST_SCENARIO_INC_001613,The Problem with Leyenas,Das Problem mit den Leyenas
PROPQUEST_SCENARIO_INC_001614,"What's this you speak of? Heroes? Can't say I've heard anything about that… But, I believe I know a person who may have…","Was ist das, wovon du sprichst? Helden? Ich kann nicht behaupten, davon gehört zu haben... Aber ich glaube, ich kenne eine Person, die vielleicht..."
PROPQUEST_SCENARIO_INC_001615,Oh you want to know? Of course I will tell you… But first perhaps you could do me a favor?,"Ach, das willst du wissen? Natürlich werde ich es dir sagen... Aber vielleicht könntest du mir zuerst einen Gefallen tun?"
PROPQUEST_SCENARIO_INC_001616,I am frequently in touch with the mayors of both Saint City and Flarine. I have heard of your heroic actions and request your aid. There has been a dramatic increase in Leyena populations.,Ich stehe häufig in Kontakt mit den Bürgermeistern von Saint City und Flarine. Ich habe von Ihren heldenhaften Taten gehört und bitte Sie um Ihre Hilfe. Die Leyena-Bevölkerung hat dramatisch zugenommen.
PROPQUEST_SCENARIO_INC_001617,They have made it awfully hard for our workers to collect a rare ore which is a staple export here in Darken. Please defeat the Leyena and I will give you the information.,"Sie haben es unseren Arbeitern furchtbar schwer gemacht, ein seltenes Erz zu sammeln, das hier in Darken ein wichtiges Exportgut ist. Bitte besiegt die Leyena und ich werde euch die Informationen geben."
PROPQUEST_SCENARIO_INC_001618,Thank you adventurer! The Leyena can be found in Eastern Darkon. Please decrease their population by killing 20 Small Leyenas and 10 Leyenas.,"Danke, Abenteurer! Die Leyena sind im östlichen Darkon zu finden. Bitte verringert ihre Population, indem ihr 20 Small Leyenas and 10 Leyenas tötet."
PROPQUEST_SCENARIO_INC_001619,"Hmm, what was it you needed again? My mind seems to be getting fuzzy... Since you are here, why not do some sightseeing?","Hmm, was haben Sie noch mal gebraucht? Mein Gedächtnis scheint zu verwirren... Wenn du schon mal hier bist, warum machst du nicht ein bisschen Sightseeing?"
PROPQUEST_SCENARIO_INC_001620,Hah! It is just as I have heard. You are truly a problem saver! Now to uphold my end of the bargain!,"Hah! Es ist genau so, wie ich es gehört habe. Sie sind wirklich ein Problemlöser! Jetzt muss ich meinen Teil der Abmachung einhalten!"
PROPQUEST_SCENARIO_INC_001621,Well? I'm not getting any younger! The Leyena are found in Eastern Darkon. Please get rid of at least 20 Small Leyenas and 10 Leyenas!,Und jetzt? Ich werde auch nicht jünger! Die Leyena sind im östlichen Darkon zu finden. Bitte werden Sie mindestens 20 Small Leyenas and 10 Leyenas!
PROPQUEST_SCENARIO_INC_001622,Kill 20 Small Leyenas and 10 Leyenas.,Töte 20 Small Leyenas und 10 Leyenas.
PROPQUEST_SCENARIO_INC_001624,The Great Teacher Inisis,Die große Lehrerin Inisis
PROPQUEST_SCENARIO_INC_001625,Search out the Great Teacher Inisis. She has a wealth of knowledge on many subjects and has produced many outstanding students. If anyone knows it would be her.,"Suchen Sie die Große Lehrerin Inisis auf. Sie verfügt über eine Fülle von Wissen zu vielen Themen und hat viele hervorragende Schüler hervorgebracht. Wenn jemand etwas weiß, dann sie."
PROPQUEST_SCENARIO_INC_001626,Inisis can be found at the center of Darken. Please go see her! I'm sure she will be of assistance!,"Inisis ist in der Mitte von Darken zu finden. Bitte geht zu ihr! Ich bin sicher, sie wird euch helfen!"
PROPQUEST_SCENARIO_INC_001627,But be patient! Inisis will hardly give you the answers you seek so quickly!,"Aber haben Sie Geduld! Inisis wird dir kaum so schnell die Antworten geben, die du suchst!"
PROPQUEST_SCENARIO_INC_001628,Changed your mind already? Guess the task wasn't that important then.,Hast du deine Meinung schon geändert? Dann war die Aufgabe wohl nicht so wichtig.
PROPQUEST_SCENARIO_INC_001629,Hmm... You are new here aren't you? Have you journeyed all this way to become one of my students?,"Du bist neu hier, nicht wahr? Bist du den ganzen Weg hierher gereist, um einer meiner Schüler zu werden?"
PROPQUEST_SCENARIO_INC_001630,Go see Inisis. She is at the center of Darken.,Geh zu Inisis. Sie ist das Zentrum von Darken.
PROPQUEST_SCENARIO_INC_001631,Go meet [Mentor] Inisis.,Geht zu [Mentorin] Inisis.
PROPQUEST_SCENARIO_INC_001633,Corrupted Hunter,Korrumpierter Jäger
PROPQUEST_SCENARIO_INC_001634,"8 legendary heroes? Hmm… Maybe… I have a person in my mind… but, I can't tell you so easily. First you must do something to show you are worthy of such information.","8 legendäre Helden? Hmm... Vielleicht... Ich habe da eine Person im Kopf... aber ich kann es dir nicht so einfach sagen. Zuerst müsst Ihr etwas tun, um zu zeigen, dass Ihr einer solchen Information würdig seid."
PROPQUEST_SCENARIO_INC_001635,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.,Foul monsters known as Trangfoma have been reported kidnapping civilians outside of the city. They are lead by a powerful lord Trangfoma. It needs to be defeated.
PROPQUEST_SCENARIO_INC_001636,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.,Please kill the Lord Trangfoma located in Eastern Darkon. He won't go down so easily so I would recommend enlisting the help of fellow warriors such as yourself.
PROPQUEST_SCENARIO_INC_001637,"If you don't have time for this, I don't have time to give you the information you seek…","Wenn Sie dafür keine Zeit haben, habe ich auch keine Zeit, Ihnen die gewünschten Informationen zu geben..."
PROPQUEST_SCENARIO_INC_001638,hmm… Impressive. You are stronger than you look. I will give you everything you need to know now.,"hmm... Beeindruckend. Ihr seid stärker, als Ihr ausseht. Ich werde dir jetzt alles sagen, was du wissen musst."
PROPQUEST_SCENARIO_INC_001639,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.,Please relieve us of this threat. The Lord Trangfoma should be in Eastern Darkon.
PROPQUEST_SCENARIO_INC_001640,Kill the Lord Trangfoma.,Kill the Lord Trangfoma.
PROPQUEST_SCENARIO_INC_001642,Peculiar Creature,Seltsame Kreatur
PROPQUEST_SCENARIO_INC_001643,"Normally I'd be skeptical of such a claim, but I do recall coming across quite a peculiar sight…","Normalerweise wäre ich bei solchen Behauptungen skeptisch, aber ich erinnere mich an einen recht merkwürdigen Anblick..."
PROPQUEST_SCENARIO_INC_001644,"While out traveling, I came across a creature most bizarre not too far East of Darken City.",Auf meiner Reise stieß ich nicht weit östlich von Darken City auf eine äußerst bizarre Kreatur.
PROPQUEST_SCENARIO_INC_001645,"It looked like an animal, yet it seemed to be talking. It seems quite peculiar and might warrant an investigation. I'm not sure if this will actually help you or not…","Es sah aus wie ein Tier, aber es schien zu sprechen. Es scheint ziemlich merkwürdig zu sein und könnte eine Untersuchung rechtfertigen. Ich bin mir nicht sicher, ob Ihnen das weiterhilft oder nicht..."
PROPQUEST_SCENARIO_INC_001646,Please go investigate the nature of this matter. Maybe this creature might know something as well?,Bitte geht der Sache auf den Grund. Vielleicht weiß diese Kreatur auch etwas?
PROPQUEST_SCENARIO_INC_001647,"I saw the creature near the Steel Knights, which reside in the Erons Factories. Go look for it there!",Ich habe die Kreatur in der Nähe der Steel Knights in Erons Factories gesehen. Sucht dort nach ihr!
PROPQUEST_SCENARIO_INC_001648,What? You don't believe me? Not like your story is any more believable!,Was? Du glaubst mir nicht? Deine Geschichte ist ja auch nicht glaubwürdiger!
PROPQUEST_SCENARIO_INC_001649,Hi! My name is Reodos...Oh come on! It's not like you are all that normal looking either!,Hallo! Ich heiße Reodos...Ach komm schon! Du siehst doch auch nicht gerade normal aus!
PROPQUEST_SCENARIO_INC_001650,"A truly mysterious creature indeed… You can find it in the Erons Factories, near the Steel Knights.",Eine wahrhaft mysteriöse Kreatur... Ihr findet sie in den Eron Factories in der Nähe der Steel Knights.
PROPQUEST_SCENARIO_INC_001651,Find the Mysterious Creature.,Finde die mysteriöse Kreatur.
PROPQUEST_SCENARIO_INC_001653,Steel Knight Night!,Nacht der Steel Knight!
PROPQUEST_SCENARIO_INC_001654,"What's that!? A reunification of the 8 heroes! You happen to be looking at one of them! I am Reodos, the mighty Ele…","Was ist das? Eine Wiedervereinigung der 8 Helden! Ihr seht gerade einen von ihnen. Ich bin Reodos, der mächtige Ele..."
PROPQUEST_SCENARIO_INC_001655,Well… was a mighty Elementor Hero… Shade cursed me. Trapping me in this cute furry little body was apparently the only way to contain all this power! Bwahaha!,"Nun... war ein mächtiger Elementor-Held... Shade hat mich verflucht. Mich in diesen niedlichen pelzigen kleinen Körper zu sperren, war anscheinend der einzige Weg, all diese Kraft zu bändigen! Bwahaha!"
PROPQUEST_SCENARIO_INC_001656,"I will have my vengeance upon Shade, she will scorn the day she ever messed with Reodos! Now I just need to figure a cure for this curse and…","Ich werde mich an Shade rächen. Sie wird den Tag verfluchen, an dem sie sich mit Reodos angelegt hat. Jetzt muss ich nur noch ein Heilmittel für diesen Fluch finden und..."
PROPQUEST_SCENARIO_INC_001657,Man! I can hardly hear my own thoughts with these stupid Steel Knights clanking around. Could you please get rid of some of them?,"Mann! Ich kann meine eigenen Gedanken kaum hören, wenn diese blöden Steel Knights herumklirren. Könntest du bitte ein paar von ihnen loswerden???"
PROPQUEST_SCENARIO_INC_001658,"Awesome!! I'm trying to research into removing this curse but UGHHH those stupid Steel Knights! Kill like 20 Small Steel Knights & 10 Steel Knights. and I will be one happy unicorn, dog thing…","Wahnsinn!!! Ich versuche zu erforschen, wie man diesen Fluch entfernen kann, aber UGHHH diese dummen Steel Knights. Töte 20 Small Steel Knights & 10 Steel Knights, und ich werde ein glückliches Einhorn sein...…"
PROPQUEST_SCENARIO_INC_001659,You can't do that for me?,Kannst du das nicht für mich tun?
PROPQUEST_SCENARIO_INC_001660,Ah! Now I can collect my thoughts. What? You look at me like you've never met an Elementor before. Er… we are all a little eccentric I guess you could say.,"Ah! Jetzt kann ich meine Gedanken sammeln. Was? Du siehst mich an, als ob du noch nie einen Elementor getroffen hättest. Äh... wir sind alle ein wenig exzentrisch, könnte man sagen."
PROPQUEST_SCENARIO_INC_001661,"Yes, yes the Steel Knights! Please eradicate 20 Small Steel Knights & 10 Steel Knights!","Ja, ja, die Steel Knights! Bitte vernichte 20 Small Steel Knights &10 Steel Knights!"
PROPQUEST_SCENARIO_INC_001662,Kill 20 Small Steel Knights and 10 Steel Knights.,Töte 20 Small Steel Knights und 10 Steel Knights.
PROPQUEST_SCENARIO_INC_001667,Trials and Tribulations,Prüfungen und Schwierigkeiten
PROPQUEST_SCENARIO_INC_001668,Oh! This pendant belonged to Reodos! So you found him after all? This is indeed great news!,Oh! Dieser Anhänger gehörte Reodos! Du hast ihn also doch gefunden?? Das ist in der Tat eine tolle Nachricht!
PROPQUEST_SCENARIO_INC_001669,I'm sure we will be able to break his curse and shall all once again be reunited. It is time we began the search for the other 4 heroes.,"Ich bin sicher, dass es uns gelingen wird, seinen Fluch zu brechen, und wir werden alle wieder vereint sein. Es wird Zeit, dass wir uns auf die Suche nach den anderen 4 Helden machen."
PROPQUEST_SCENARIO_INC_001670,"Before this though, it is time you continued your own personal training. It seems you are ready to accept your second job class. This will mark an important step in your path so choose wisely!","Vorher ist es jedoch an der Zeit, dass Sie sich persönlich weiterbilden. Es scheint, dass Sie bereit sind, Ihre zweite Berufsklasse anzunehmen. Dies wird ein wichtiger Schritt auf Ihrem Weg sein, also wählen Sie mit Bedacht!"
PROPQUEST_SCENARIO_INC_001671,"Please complete your second job quest. Once you have done this, go and meet Reodos again. Hopefully he has broken out of his curse by now.","Bitte erledigen Sie Ihre zweite Aufgabe. Sobald Sie dies getan haben, treffen Sie Reodos wieder. Hoffentlich ist er inzwischen von seinem Fluch befreit worden."
PROPQUEST_SCENARIO_INC_001672,Please go and meet Reodos as soon as you have finished with your quest!,"Bitte geh zu Reodos, sobald du deine Aufgabe erledigt hast!"
PROPQUEST_SCENARIO_INC_001673,It is imperative that you complete your second job quest. This will mark another step in your journey to becoming a true warrior!,"Es ist unerlässlich, dass du deine zweite Aufgabe erfüllst. Dies ist ein weiterer Schritt auf dem Weg zu einem wahren Krieger!"
PROPQUEST_SCENARIO_INC_001674,Oh! I see you have completed your second job change quests!,"Oh! Wie ich sehe, hast du deine zweite Jobwechsel-Aufgabe abgeschlossen!"
PROPQUEST_SCENARIO_INC_001675,Best of luck in the completion of the trials that lay before you!,Ich wünsche Ihnen viel Glück bei der Bewältigung der vor Ihnen liegenden Prüfungen!
PROPQUEST_SCENARIO_INC_001676,Complete the 2nd job transfer then meet with Reodos.,Schließen Sie den 2. Jobtransfer ab und treffen Sie sich dann mit Reodos.
PROPQUEST_SCENARIO_INC_001678,The Insightful Store Owner,Der einfühlsame Ladenbesitzer
PROPQUEST_SCENARIO_INC_001679,"Oh yeah! Hah, about that… for some reason my concoction didn't seem to break the curse. Could just be a delayed effect! Heh, wishful thinking, right?","Oh ja! Hah, was das angeht... aus irgendeinem Grund scheint mein Gebräu den Fluch nicht zu brechen. Könnte nur eine verzögerte Wirkung sein! Heh, Wunschdenken, oder??"
PROPQUEST_SCENARIO_INC_001680,Anyway! You came at just the right time! I've heard that a man named Achaben has reported seeing who I believe to be one of the 8 missing heroes. Will you go talk with him?,"Wie auch immer! Du kommst genau zur richtigen Zeit! Ich habe gehört, dass ein Mann namens Achaben berichtet hat, dass er einen der acht vermissten Helden gesehen hat. Wirst du mit ihm reden?"
PROPQUEST_SCENARIO_INC_001681,Achaben is the owner of the General Shop in Darken. Please go meet with him and see what he has to say!,"Achaben ist der Besitzer des Gemischtwarenladens in Darken. Bitte trefft euch mit ihm und schaut, was er zu sagen hat!"
PROPQUEST_SCENARIO_INC_001682,Still 4 more heroes to find! Lets not just call it quits now!,Noch 4 weitere Helden zu finden! Lasst uns jetzt nicht einfach aufgeben!
PROPQUEST_SCENARIO_INC_001683,Greetings there! What is it I can do for you?,Ich grüße Sie! Was kann ich für Sie tun?
PROPQUEST_SCENARIO_INC_001684,Achaben is the owner of Common General Shop in Darken. Go see him. I will just lay low till then!,"Achaben ist der Besitzer des Gemischtwarenladen in Darken. Geh zu ihm, ich werde mich bis dahin einfach bedeckt halten.!"
PROPQUEST_SCENARIO_INC_001685,Meet Achaben.,Darf ich vorstellen: Achaben.
PROPQUEST_SCENARIO_INC_001688,Oh! Interested in the stories of this so called super hero I see? Can't say I know a whole lot about him.,"Oh! Sie interessieren sich für die Geschichten dieses so genannten Superhelden, wie ich sehe? Ich kann nicht behaupten, dass ich viel über ihn weiß."
PROPQUEST_SCENARIO_INC_001689,"There was someone who had more insight into this mysterious man. Oh, what was his name now! Oh I've just got so much on my mind right now its hard to think about anything!","Es gab jemanden, der mehr Einblick in diesen mysteriösen Mann hatte. Oh, wie hieß er doch gleich! Oh, ich habe im Moment so viel um die Ohren, dass es schwer ist, an irgendetwas zu denken!"
PROPQUEST_SCENARIO_INC_001690,You want to know what the problem is? I had an important package to deliver but I can't for the life of me remember what I did with it…,"Sie wollen wissen, was das Problem ist? Ich hatte ein wichtiges Paket auszuliefern, aber ich kann mich beim besten Willen nicht erinnern, was ich damit gemacht habe..."
PROPQUEST_SCENARIO_INC_001691,The package contained special drills acquired from the Drillers in Darkon. Some of the sturdiest around!! If you could acquire some of these drills for me it would surely help a lot!,"Das Paket enthielt spezielle Bohrer, die von den Drillern in Darkon erworben wurden. Sie gehören zu den stärksten, die es gibt! Wenn Sie einige dieser Bohrer für mich beschaffen könnten, wäre das sicher eine große Hilfe!"
PROPQUEST_SCENARIO_INC_001692,Oh! You will get the drills for me!! You are really great! Drillers can be found Southwest of the Gouthan Mountains. Acquire 10 drills and bring them to Remine the weapon smith.,"Oh! Du wirst die Drills für mich besorgen!! Du bist wirklich großartig! Drillers findet man südwestlich der Gouthan Mountains. Sammle 10 Drills und bringe sie zu Remine, dem Waffenschmied."
PROPQUEST_SCENARIO_INC_001693,Oh no... I'm in trouble now. Who will ever want the business of such a forgetful store owner!,Oh nein... Jetzt stecke ich in Schwierigkeiten. Wer will schon das Geschäft eines so vergesslichen Ladenbesitzers!
PROPQUEST_SCENARIO_INC_001694,Achaben sent you here I see! Are these the Hard Drills I ordered?,"Achaben hat dich geschickt? Sind das die Hard Drills, die ich bestellt habe?"
